scientificName,class,order,family,vernacularName
Pipistrellus collinus,Mammalia,Chiroptera,Vespertilionidae,greater papuan pipistrelle
Neoromicia bemainty,Mammalia,Chiroptera,Vespertilionidae,dark madagascar pipistrelle
Mus terricolor,Mammalia,Rodentia,Muridae,earth-colored mouse
Hypsugo petersi,Mammalia,Chiroptera,Vespertilionidae,north wallacean pipistrelle
Mops condylurus,Mammalia,Chiroptera,Molossidae,angolan free-tailed bat
Laephotis botswanae,Mammalia,Chiroptera,Vespertilionidae,botswanan long-eared bat
Gerbillus dongolanus,Mammalia,Rodentia,Muridae,dongola gerbil
Neotoma nelsoni,Mammalia,Rodentia,Cricetidae,nelson's woodrat
Microtus anatolicus,Mammalia,Rodentia,Cricetidae,anatolian vole
Lasionycteris noctivagans,Mammalia,Chiroptera,Vespertilionidae,black bat
Microtus ilaeus,Mammalia,Rodentia,Cricetidae,kazakhstan vole
Pipistrellus hanaki,Mammalia,Chiroptera,Vespertilionidae,hanak's dwarf bat
Neotoma bunkeri,Mammalia,Rodentia,Cricetidae,bunker's wood rat
Gerbillus garamantis,Mammalia,Rodentia,Muridae,algerian gerbil
Histiotus montanus,Mammalia,Chiroptera,Vespertilionidae,small big-eared brown bat
Pipistrellus tenuis,Mammalia,Chiroptera,Vespertilionidae,indian pygmy bat
Tylonycteris fulvida,Mammalia,Chiroptera,Vespertilionidae,amber bamboo bat
Lonchophylla fornicata,Mammalia,Chiroptera,Phyllostomidae,pacific forest long-tongued bat
Mus sorella,Mammalia,Rodentia,Muridae,thomas's mouse
Laephotis malagasyensis,Mammalia,Chiroptera,Vespertilionidae,isalo serotine
Pipistrellus pygmaeus,Mammalia,Chiroptera,Vespertilionidae,soprano pipistrelle
Myotis peninsularis,Mammalia,Chiroptera,Vespertilionidae,peninsular myotis
Uromys porculus,Mammalia,Rodentia,Muridae,guadalcanal uromys
Microtus maximowiczii,Mammalia,Rodentia,Cricetidae,maximowicz's vole
Nycticeinops schlieffenii,Mammalia,Chiroptera,Vespertilionidae,schlieffen's bat
Balantiopteryx plicata,Mammalia,Chiroptera,Emballonuridae,gray sac-winged bat
Hypsugo alaschanicus,Mammalia,Chiroptera,Vespertilionidae,alashanian pipistrelle
Myotis attenboroughi,Mammalia,Chiroptera,Vespertilionidae,sir david attenborough's myotis
Gerbillus rosalinda,Mammalia,Rodentia,Muridae,rosalinda gerbil
Sciurus stramineus,Mammalia,Rodentia,Sciuridae,guayaquil squirrel
Allactaga elater,Mammalia,Rodentia,Dipodidae,small five-toed jerboa
Neotoma mexicana,Mammalia,Rodentia,Cricetidae,mexican woodrat
Myotis frater,Mammalia,Chiroptera,Vespertilionidae,fraternal myotis
Sturnira nana,Mammalia,Chiroptera,Phyllostomidae,lesser yellow-shouldered bat
Tamias alpinus,Mammalia,Rodentia,Sciuridae,alpine chipmunk
Myotis escalerai,Mammalia,Chiroptera,Vespertilionidae,escalera's myotis
Tamias palmeri,Mammalia,Rodentia,Sciuridae,palmer's chipmunk
Myotis federatus,Mammalia,Chiroptera,Vespertilionidae,malaysian whiskered myotis
Lasiurus degelidus,Mammalia,Chiroptera,Vespertilionidae,jamaican red bat
Alticola semicanus,Mammalia,Rodentia,Cricetidae,mongolian mountain vole
Myotis chinensis,Mammalia,Chiroptera,Vespertilionidae,large myotis
Mus fragilicauda,Mammalia,Rodentia,Muridae,sheath-tailed mouse
Gerbillurus paeba,Mammalia,Rodentia,Muridae,hairy-footed gerbil
Lophuromys medicaudatus,Mammalia,Rodentia,Muridae,western rift brush-furred rat
Myotis lucifugus,Mammalia,Chiroptera,Vespertilionidae,little brown bat
Taphozous hildegardeae,Mammalia,Chiroptera,Emballonuridae,hildegarde's tomb bat
Vespadelus pumilus,Mammalia,Chiroptera,Vespertilionidae,eastern forest bat
Sciurus ignitus,Mammalia,Rodentia,Sciuridae,bolivian squirrel
Marmota himalayana,Mammalia,Rodentia,Sciuridae,himalayan marmot
Mimon bennettii,Mammalia,Chiroptera,Phyllostomidae,southern golden bat
Micronycteris yatesi,Mammalia,Chiroptera,Phyllostomidae,yates's big-eared bat
Phalanger rothschildi,Mammalia,Diprotodontia,Phalangeridae,rothschild's cuscus
Aeorestes villosissimus,Mammalia,Chiroptera,Vespertilionidae,south american hoary bat
Scotophilus nigrita,Mammalia,Chiroptera,Vespertilionidae,brown house bat
Acomys percivali,Mammalia,Rodentia,Muridae,percival's spiny mouse
Phalanger matanim,Mammalia,Diprotodontia,Phalangeridae,telefomin cuscus
Lophuromys dieterleni,Mammalia,Rodentia,Muridae,mount oku brush-furred rat
Mus fernandoni,Mammalia,Rodentia,Muridae,ceylon spiny mouse
Glauconycteris humeralis,Mammalia,Chiroptera,Vespertilionidae,allen's spotted bat
Microtus irani,Mammalia,Rodentia,Cricetidae,iranian vole
Myotis schaubi,Mammalia,Chiroptera,Vespertilionidae,schaub's myotis
Nyctalus azoreum,Mammalia,Chiroptera,Vespertilionidae,azorean bat
Uromys emmae,Mammalia,Rodentia,Muridae,emma's uromys
Microtus arvalis,Mammalia,Rodentia,Cricetidae,common vole
Chalinolobus neocaledonicus,Mammalia,Chiroptera,Vespertilionidae,new caledonia wattled bat
Xerus erythropus,Mammalia,Rodentia,Sciuridae,striped ground squirrel
Mus orangiae,Mammalia,Rodentia,Muridae,orange mouse
Myotis diminutus,Mammalia,Chiroptera,Vespertilionidae,diminutive myotis
Acomys cahirinus,Mammalia,Rodentia,Muridae,northeast african spiny mouse
Trichosurus vulpecula,Mammalia,Diprotodontia,Phalangeridae,common brushtail
Myotis bechsteinii,Mammalia,Chiroptera,Vespertilionidae,bechstein's myotis
Myotis septentrionalis,Mammalia,Chiroptera,Vespertilionidae,northern bat
Arielulus circumdatus,Mammalia,Chiroptera,Vespertilionidae,black-gilded pipistrelle
Reithrodontomys montanus,Mammalia,Rodentia,Cricetidae,plains harvest mouse
Myotis albescens,Mammalia,Chiroptera,Vespertilionidae,silver-tipped myotis
Pipistrellus paterculus,Mammalia,Chiroptera,Vespertilionidae,mount popa pipistrelle
Mops sarasinorum,Mammalia,Chiroptera,Molossidae,sulawesi free-tailed bat
Desmodus rotundus,Mammalia,Chiroptera,Phyllostomidae,common vampire bat
Barbastella pacifica,Mammalia,Chiroptera,Vespertilionidae,japanese barbastelle
Scotophilus livingstonii,Mammalia,Chiroptera,Vespertilionidae,livingstone's house bat
Akodon budini,Mammalia,Rodentia,Cricetidae,budin's akodont
Akodon sylvanus,Mammalia,Rodentia,Cricetidae,forest grass mouse
Sturnira bakeri,Mammalia,Chiroptera,Phyllostomidae,baker's yellow-shouldered bat
Sciurus arizonensis,Mammalia,Rodentia,Sciuridae,arizona gray squirrel
Pseudoromicia isabella,Mammalia,Chiroptera,Vespertilionidae,isabelline serotine
Plecotus taivanus,Mammalia,Chiroptera,Vespertilionidae,formosan long-eared bat
Scotorepens sanborni,Mammalia,Chiroptera,Vespertilionidae,northern broad-nosed bat
Ellobius talpinus,Mammalia,Rodentia,Cricetidae,northern mole vole
Pipistrellus aero,Mammalia,Chiroptera,Vespertilionidae,aerial pipistrelle bat
Myotis martiniquensis,Mammalia,Chiroptera,Vespertilionidae,schwartz's myotis
Microtus schelkovnikovi,Mammalia,Rodentia,Cricetidae,schelkovnikov's pine vole
Emballonura dianae,Mammalia,Chiroptera,Emballonuridae,large-eared sheath-tailed bat
Hypsugo macrotis,Mammalia,Chiroptera,Vespertilionidae,big-eared pipistrelle
Lonchophylla robusta,Mammalia,Chiroptera,Phyllostomidae,orange nectar bat
Homo sapiens,Mammalia,Primates,Hominidae,human
Meriones crassus,Mammalia,Rodentia,Muridae,sundevall's jird
Gerbilliscus brantsii,Mammalia,Rodentia,Muridae,highveld gerbil
Mimon cozumelae,Mammalia,Chiroptera,Phyllostomidae,cozumelan golden bat
Sigmodon alleni,Mammalia,Rodentia,Cricetidae,allen's cotton rat
Chalinolobus tuberculatus,Mammalia,Chiroptera,Vespertilionidae,long-tailed bat
Gerbilliscus boehmi,Mammalia,Rodentia,Muridae,boehm's gerbil
Meriones hurrianae,Mammalia,Rodentia,Muridae,indian desert gerbil
Hypsugo lophurus,Mammalia,Chiroptera,Vespertilionidae,burma pipistrelle
Emballonura beccarii,Mammalia,Chiroptera,Emballonuridae,beccari's sheath-tailed bat
Microtus sachalinensis,Mammalia,Rodentia,Cricetidae,sakhalin island vole
Myotis longicaudatus,Mammalia,Chiroptera,Vespertilionidae,long-tailed myotis
Ellobius tancrei,Mammalia,Rodentia,Cricetidae,eastern mole vole
Nyctophilus bifax,Mammalia,Chiroptera,Vespertilionidae,bifax long-eared bat
Plecotus teneriffae,Mammalia,Chiroptera,Vespertilionidae,canary long-eared bat
Pseudoromicia rendalli,Mammalia,Chiroptera,Vespertilionidae,rendall's serotine
Sciurus aberti,Mammalia,Rodentia,Sciuridae,abert's squirrel
Akodon toba,Mammalia,Rodentia,Cricetidae,chaco grass mouse
Plecotus christii,Mammalia,Chiroptera,Vespertilionidae,christie's long-eared bat
Akodon boliviensis,Mammalia,Rodentia,Cricetidae,bolivian akodont
Scotophilus ejetai,Mammalia,Chiroptera,Vespertilionidae,ejeta's house bat
Rhogeessa velilla,Mammalia,Chiroptera,Vespertilionidae,ecuadorian little yellow bat
Reithrodontomys megalotis,Mammalia,Rodentia,Cricetidae,western harvest mouse
Barbastella beijingensis,Mammalia,Chiroptera,Vespertilionidae,beijing barbastelle
Myotis sodalis,Mammalia,Chiroptera,Vespertilionidae,cluster bat
Myotis bocagii,Mammalia,Chiroptera,Vespertilionidae,bocage's banana bat
Phalanger alexandrae,Mammalia,Diprotodontia,Phalangeridae,gebe cuscus
Xeronycteris vieirai,Mammalia,Chiroptera,Phyllostomidae,vieira's long-tongued bat
Leptonycteris curasoae,Mammalia,Chiroptera,Phyllostomidae,curaçaoan long-nosed bat
Microtus townsendii,Mammalia,Rodentia,Cricetidae,townsend's vole
Glischropus tylopus,Mammalia,Chiroptera,Vespertilionidae,common thick-thumbed bat
Rhogeessa parvula,Mammalia,Chiroptera,Vespertilionidae,little yellow bat
Reithrodontomys darienensis,Mammalia,Rodentia,Cricetidae,darien harvest mouse
Wyulda squamicaudata,Mammalia,Diprotodontia,Phalangeridae,scaly-tailed possum
Acomys airensis,Mammalia,Rodentia,Muridae,western saharan spiny mouse
Mus oubanguii,Mammalia,Rodentia,Muridae,oubangui mouse
Xerus inauris,Mammalia,Rodentia,Sciuridae,south african ground squirrel
Plecotus sardus,Mammalia,Chiroptera,Vespertilionidae,sardinian long-eared bat
Microtus agrestis,Mammalia,Rodentia,Cricetidae,field vole
Uromys neobritannicus,Mammalia,Rodentia,Muridae,new britain island uromys
Nyctophilus heran,Mammalia,Chiroptera,Vespertilionidae,sunda long-eared bat
Myotis ruber,Mammalia,Chiroptera,Vespertilionidae,red myotis
Glauconycteris kenyacola,Mammalia,Chiroptera,Vespertilionidae,kenyacola butterfly bat
Cynomys mexicanus,Mammalia,Rodentia,Sciuridae,mexican prairie dog
Mus famulus,Mammalia,Rodentia,Muridae,servant mouse
Myotis lavali,Mammalia,Chiroptera,Vespertilionidae,laval's myotis
Lophuromys dudui,Mammalia,Rodentia,Muridae,dudu's brush-furred rat
Scotophilus nux,Mammalia,Chiroptera,Vespertilionidae,dark house bat
Microtus gregalis,Mammalia,Rodentia,Cricetidae,narrow-headed vole
Gerbillus perpallidus,Mammalia,Rodentia,Muridae,pale gerbil
Paremballonura atrata,Mammalia,Chiroptera,Emballonuridae,peters's sheath-tailed bat
Marmota caudata,Mammalia,Rodentia,Sciuridae,long-tailed marmot
Sciurus igniventris,Mammalia,Rodentia,Sciuridae,northern amazon red squirrel
Vespadelus finlaysoni,Mammalia,Chiroptera,Vespertilionidae,finlayson's cave bat
Taphozous hamiltoni,Mammalia,Chiroptera,Emballonuridae,hamilton's tomb bat
Lophuromys luteogaster,Mammalia,Rodentia,Muridae,buff-bellied brush-furred rat
Sciurus aureogaster,Mammalia,Rodentia,Sciuridae,mexican gray squirrel
Allactaga vinogradovi,Mammalia,Rodentia,Dipodidae,vinogradov's jerboa
Myotis cobanensis,Mammalia,Chiroptera,Vespertilionidae,guatemalan myotis
Alticola stoliczkanus,Mammalia,Rodentia,Cricetidae,stoliczka's high mountain vole
Lasiurus ebenus,Mammalia,Chiroptera,Vespertilionidae,blackish red bat
Myotis pilosus,Mammalia,Chiroptera,Vespertilionidae,rickett's big-footed myotis
Tamias ochrogenys,Mammalia,Rodentia,Sciuridae,redwood chipmunk
Akodon lindberghi,Mammalia,Rodentia,Cricetidae,lindbergh's akodont
Akodon neocenus,Mammalia,Rodentia,Cricetidae,neuquen grass mouse
Tamias amoenus,Mammalia,Rodentia,Sciuridae,yellow-pine chipmunk
Nycticeius cubanus,Mammalia,Chiroptera,Vespertilionidae,cuban evening bat
Myotis formosus,Mammalia,Chiroptera,Vespertilionidae,black-and-orange myotis
Neotoma lepida,Mammalia,Rodentia,Cricetidae,desert woodrat
Allactaga euphratica,Mammalia,Rodentia,Dipodidae,euphrates jerboa
Scotophilus colias,Mammalia,Chiroptera,Vespertilionidae,eritrean house bat
Dipodillus campestris,Mammalia,Rodentia,Muridae,large north african gerbil
Myotis handleyi,Mammalia,Chiroptera,Vespertilionidae,handley's myotis
Mus booduga,Mammalia,Rodentia,Muridae,little indian field mouse
Glossophaga commissarisi,Mammalia,Chiroptera,Phyllostomidae,commissaris's long-tongued bat
Histiotus magellanicus,Mammalia,Chiroptera,Vespertilionidae,southern big-eared brown bat
Balantiopteryx io,Mammalia,Chiroptera,Emballonuridae,least sac-winged bat
Microtus majori,Mammalia,Rodentia,Cricetidae,major's pine vole
Uromys rex,Mammalia,Rodentia,Muridae,king uromys
Myotis pequinius,Mammalia,Chiroptera,Vespertilionidae,peking myotis
Laephotis matroka,Mammalia,Chiroptera,Vespertilionidae,malagasy serotine
Mus shortridgei,Mammalia,Rodentia,Muridae,shortridge's mouse
Pipistrellus creticus,Mammalia,Chiroptera,Vespertilionidae,crete pipistrelle
Gorilla beringei,Mammalia,Primates,Hominidae,eastern gorilla
Corynorhinus townsendii,Mammalia,Chiroptera,Vespertilionidae,pacific townsend's big-eared bat
Plecotus auritus,Mammalia,Chiroptera,Vespertilionidae,brown long-eared bat
Histiotus macrotus,Mammalia,Chiroptera,Vespertilionidae,big-eared brown bat
Gerbillus gerbillus,Mammalia,Rodentia,Muridae,lesser egyptian gerbil
Neotoma bryanti,Mammalia,Rodentia,Cricetidae,bryant's woodrat
Microtus kikuchii,Mammalia,Rodentia,Cricetidae,taiwan vole
Lasiurus seminolus,Mammalia,Chiroptera,Vespertilionidae,seminole bat
Myotis moluccarum,Mammalia,Chiroptera,Vespertilionidae,arafura large-footed bat
Protoxerus aubinnii,Mammalia,Rodentia,Sciuridae,slender-tailed squirrel
Myotis gomantongensis,Mammalia,Chiroptera,Vespertilionidae,gomantong myotis
Idionycteris phyllotis,Mammalia,Chiroptera,Vespertilionidae,allen's big-eared bat
Neotoma palatina,Mammalia,Rodentia,Cricetidae,bolaños woodrat
Laephotis namibensis,Mammalia,Chiroptera,Vespertilionidae,namib long-eared bat
Sturnira giannae,Mammalia,Chiroptera,Phyllostomidae,gianna's yellow-shouldered bat
Mops congicus,Mammalia,Chiroptera,Molossidae,congo free-tailed bat
Thainycteris aureocollaris,Mammalia,Chiroptera,Vespertilionidae,collared sprite
Pipistrellus angulatus,Mammalia,Chiroptera,Vespertilionidae,angulate pipistrelle
Nyctophilus microdon,Mammalia,Chiroptera,Vespertilionidae,small-toothed long-eared bat
Myotis nesopolus,Mammalia,Chiroptera,Vespertilionidae,curaçao myotis
Uromys anak,Mammalia,Rodentia,Muridae,black-tailed uromys
Microtus multiplex,Mammalia,Rodentia,Cricetidae,alpine pine vole
Cyttarops alecto,Mammalia,Chiroptera,Emballonuridae,short-eared bat
Akodon pervalens,Mammalia,Rodentia,Cricetidae,tarija akodont
Plecotus strelkovi,Mammalia,Chiroptera,Vespertilionidae,strelkov's long-eared bat
Meriones tamariscinus,Mammalia,Rodentia,Muridae,tamarisk gerbil
Dipodillus maghrebi,Mammalia,Rodentia,Muridae,greater short-tailed gerbil
Barbastella darjelingensis,Mammalia,Chiroptera,Vespertilionidae,asian barbastelle
Chalinolobus gouldii,Mammalia,Chiroptera,Vespertilionidae,gould's wattled bat
Sturnira oporaphilum,Mammalia,Chiroptera,Phyllostomidae,tschudi's yellow-shouldered bat
Lophostoma schulzi,Mammalia,Chiroptera,Phyllostomidae,schulz's round-eared bat
Gerbilliscus robustus,Mammalia,Rodentia,Muridae,fringe-tailed gerbil
Gerbillus syrticus,Mammalia,Rodentia,Muridae,sand gerbil
Vampyrum spectrum,Mammalia,Chiroptera,Phyllostomidae,spectral bat
Mops bakarii,Mammalia,Chiroptera,Molossidae,bakari's free-tailed bat
Myotis ikonnikovi,Mammalia,Chiroptera,Vespertilionidae,ikonnikov's bat
Scotoecus hindei,Mammalia,Chiroptera,Vespertilionidae,hinde's lesser house bat
Nyctophilus daedalus,Mammalia,Chiroptera,Vespertilionidae,artful long-eared bat
Sturnira lilium,Mammalia,Chiroptera,Phyllostomidae,little yellow-shouldered bat
Pipistrellus simandouensis,Mammalia,Chiroptera,Vespertilionidae,simandou pipistrelle
Akodon sanctipaulensis,Mammalia,Rodentia,Cricetidae,sao paulo grass mouse
Akodon iniscatus,Mammalia,Rodentia,Cricetidae,intelligent grass mouse
Tamias senex,Mammalia,Rodentia,Sciuridae,allen's chipmunk
Myotis weberi,Mammalia,Chiroptera,Vespertilionidae,weber's myotis
Alticola barakshin,Mammalia,Rodentia,Cricetidae,gobi altai mountain vole
Salpingotus crassicauda,Mammalia,Rodentia,Dipodidae,thick-tailed pygmy jerboa
Gerbillus agag,Mammalia,Rodentia,Muridae,agag gerbil
Lophuromys woosnami,Mammalia,Rodentia,Muridae,woosnam's brush-furred rat
Myotis austroriparius,Mammalia,Chiroptera,Vespertilionidae,southeastern myotis
Taphozous melanopogon,Mammalia,Chiroptera,Emballonuridae,black-bearded tomb bat
Bauerus dubiaquercus,Mammalia,Chiroptera,Vespertilionidae,van gelder's bat
Sciurus colliaei,Mammalia,Rodentia,Sciuridae,collie's squirrel
Lonchophylla inexpectata,Mammalia,Chiroptera,Phyllostomidae,pale-bellied nectar bat
Pan paniscus,Mammalia,Primates,Hominidae,bonobo
Micronycteris minuta,Mammalia,Chiroptera,Phyllostomidae,tiny big-eared bat
Emballonura semicaudata,Mammalia,Chiroptera,Emballonuridae,caroline sheath-tailed bat
Gerbillus muriculus,Mammalia,Rodentia,Muridae,barfur gerbil
Scotophilus celebensis,Mammalia,Chiroptera,Vespertilionidae,sulawesi yellow bat
Reithrodontomys sumichrasti,Mammalia,Rodentia,Cricetidae,sumichrast's harvest mouse
Taphozous troughtoni,Mammalia,Chiroptera,Emballonuridae,troughton's sheath-tailed bat
Acomys kempi,Mammalia,Rodentia,Muridae,kemp's spiny mouse
Phalanger vestitus,Mammalia,Diprotodontia,Phalangeridae,stein's cuscus
Lophuromys angolensis,Mammalia,Rodentia,Muridae,angolan brush-furred rat
Sturnira koopmanhilli,Mammalia,Chiroptera,Phyllostomidae,choco yellow-shouldered bat
Mus macedonicus,Mammalia,Rodentia,Muridae,macedonian mouse
Marmota flaviventris,Mammalia,Rodentia,Sciuridae,yellow-bellied marmot
Tamias durangae,Mammalia,Rodentia,Sciuridae,durango chipmunk
Glauconycteris argentata,Mammalia,Chiroptera,Vespertilionidae,common butterfly bat
Hybomys lunaris,Mammalia,Rodentia,Muridae,ruwenzori hybomys
Microtus fortis,Mammalia,Rodentia,Cricetidae,reed vole
Myotis simus,Mammalia,Chiroptera,Vespertilionidae,velvety myotis
Myotis tricolor,Mammalia,Chiroptera,Vespertilionidae,cape hairy bat
Microtus evoronensis,Mammalia,Rodentia,Cricetidae,evoron vole
Hybomys basilii,Mammalia,Rodentia,Muridae,bioko hybomys
Falsistrellus tasmaniensis,Mammalia,Chiroptera,Vespertilionidae,eastern false pipistrelle
Marmota vancouverensis,Mammalia,Rodentia,Sciuridae,vancouver island marmot
Mus mattheyi,Mammalia,Rodentia,Muridae,matthey's mouse
Acomys seurati,Mammalia,Rodentia,Muridae,seurat's spiny mouse
Cassistrellus yokdonensis,Mammalia,Chiroptera,Vespertilionidae,yok don helmeted bat
Spilocuscus rufoniger,Mammalia,Diprotodontia,Phalangeridae,black-spotted cuscus
Acomys cilicicus,Mammalia,Rodentia,Muridae,turkish spiny mouse
Tonatia bakeri,Mammalia,Chiroptera,Phyllostomidae,NA
Reithrodontomys rodriguezi,Mammalia,Rodentia,Cricetidae,rodriguez's harvest mouse
Micronycteris hirsuta,Mammalia,Chiroptera,Phyllostomidae,hairy big-eared bat
Pongo pygmaeus,Mammalia,Primates,Hominidae,bornean orangutan
Sciurus alleni,Mammalia,Rodentia,Sciuridae,allen's squirrel
Taphozous perforatus,Mammalia,Chiroptera,Emballonuridae,african taphozous
Myotis evotis,Mammalia,Chiroptera,Vespertilionidae,long-eared myotis
Gerbillus amoenus,Mammalia,Rodentia,Muridae,pleasant gerbil
Salpingotus kozlovi,Mammalia,Rodentia,Dipodidae,kozlov's pygmy jerboa
Sigmodon ochrognathus,Mammalia,Rodentia,Cricetidae,yellow-nosed cotton rat
Acomys ngurui,Mammalia,Rodentia,Muridae,NA
Scotophilus heathii,Mammalia,Chiroptera,Vespertilionidae,common yellow bat
Microtus thomasi,Mammalia,Rodentia,Cricetidae,thomas's pine vole
Lonchophylla bokermanni,Mammalia,Chiroptera,Phyllostomidae,bokermann's nectar bat
Pongo tapanuliensis,Mammalia,Primates,Hominidae,tapanuli orangutan
Chalinolobus morio,Mammalia,Chiroptera,Vespertilionidae,chocolate lobe-lipped bat
Dipodillus simoni,Mammalia,Rodentia,Muridae,lesser short-tailed gerbil
Meriones sacramenti,Mammalia,Rodentia,Muridae,buxton's jird
Nyctophilus corbeni,Mammalia,Chiroptera,Vespertilionidae,corben's long-eared bat
Microtus oaxacensis,Mammalia,Rodentia,Cricetidae,tarabundi vole
Myotis mystacinus,Mammalia,Chiroptera,Vespertilionidae,common whiskered bat
Pipistrellus abramus,Mammalia,Chiroptera,Vespertilionidae,japanese house bat
Afronycteris nanus,Mammalia,Chiroptera,Vespertilionidae,banana bat
Leptonycteris yerbabuenae,Mammalia,Chiroptera,Phyllostomidae,lesser long-nosed bat
Sigmodon zanjonensis,Mammalia,Rodentia,Cricetidae,montane cotton rat
Mops midas,Mammalia,Chiroptera,Molossidae,midas free-tailed bat
Lasiurus castaneus,Mammalia,Chiroptera,Vespertilionidae,red-faced red bat
Neotoma varia,Mammalia,Rodentia,Cricetidae,turner island woodrat
Neotoma magister,Mammalia,Rodentia,Cricetidae,allegheny woodrat
Myotis davidii,Mammalia,Chiroptera,Vespertilionidae,david's myotis
Spilocuscus kraemeri,Mammalia,Diprotodontia,Phalangeridae,admiralty island cuscus
Myotis occultus,Mammalia,Chiroptera,Vespertilionidae,arizona myotis
Microtus liechtensteini,Mammalia,Rodentia,Cricetidae,liechtenstein's pine vole
Neotoma angustapalata,Mammalia,Rodentia,Cricetidae,tamaulipan woodrat
Gerbillus grobbeni,Mammalia,Rodentia,Muridae,grobben's gerbil
Hybomys badius,Mammalia,Rodentia,Muridae,cameroon highland hybomys
Synaptomys cooperi,Mammalia,Rodentia,Cricetidae,southern bog lemming
Akodon josemariarguedasi,Mammalia,Rodentia,Cricetidae,NA
Rhogeessa alleni,Mammalia,Chiroptera,Vespertilionidae,allen's yellow bat
Scotophilus altilis,Mammalia,Chiroptera,Vespertilionidae,east african yellow bat
Hsunycteris pattoni,Mammalia,Chiroptera,Phyllostomidae,patton's nectar bat
Lonchophylla orcesi,Mammalia,Chiroptera,Phyllostomidae,orces's long-tongued bat
Mus setulosus,Mammalia,Rodentia,Muridae,peters's mouse
Laephotis robertsi,Mammalia,Chiroptera,Vespertilionidae,roberts's serotine
Pipistrellus westralis,Mammalia,Chiroptera,Vespertilionidae,koopman's pipistrelle
Myotis pruinosus,Mammalia,Chiroptera,Vespertilionidae,blackish whiskered bat
Microtus limnophilus,Mammalia,Rodentia,Cricetidae,lacustrine vole
Histiotus humboldti,Mammalia,Chiroptera,Vespertilionidae,humboldt's big-eared brown bat
Glossophaga longirostris,Mammalia,Chiroptera,Phyllostomidae,miller's long-tongued bat
Mus callewaerti,Mammalia,Rodentia,Muridae,callewaert's mouse
Parastrellus hesperus,Mammalia,Chiroptera,Vespertilionidae,canyon bat
Lophuromys zena,Mammalia,Rodentia,Muridae,zena's brush-furred rat
Histiotus diaphanopterus,Mammalia,Chiroptera,Vespertilionidae,transparent-winged big-eared brown bat
Barbastella barbastellus,Mammalia,Chiroptera,Vespertilionidae,european barbastelle
Vespertilio murinus,Mammalia,Chiroptera,Vespertilionidae,eurasian particolored bat
Gerbilliscus kempii,Mammalia,Rodentia,Muridae,NA
Dasypterus insularis,Mammalia,Chiroptera,Vespertilionidae,cuban yellow bat
Microtus pennsylvanicus,Mammalia,Rodentia,Cricetidae,meadow vole
Gerbillus pyramidum,Mammalia,Rodentia,Muridae,greater egyptian gerbil
Neotoma leucodon,Mammalia,Rodentia,Cricetidae,white-toothed woodrat
Diphylla ecaudata,Mammalia,Chiroptera,Phyllostomidae,hairy-legged vampire bat
Phyllostomus latifolius,Mammalia,Chiroptera,Phyllostomidae,guianan spear-nosed bat
Sciurus richmondi,Mammalia,Rodentia,Sciuridae,richmond's squirrel
Neoromicia zuluensis,Mammalia,Chiroptera,Vespertilionidae,aloe bat
Saccopteryx canescens,Mammalia,Chiroptera,Emballonuridae,frosted sac-winged bat
Tamias rufus,Mammalia,Rodentia,Sciuridae,hopi chipmunk
Myotis armiensis,Mammalia,Chiroptera,Vespertilionidae,armien's myotis
Tamias cinereicollis,Mammalia,Rodentia,Sciuridae,gray-collared chipmunk
Akodon molinae,Mammalia,Rodentia,Cricetidae,molina's akodont
Tamias minimus,Mammalia,Rodentia,Sciuridae,least chipmunk
Myotis zenatius,Mammalia,Chiroptera,Vespertilionidae,zenati myotis
Lasiurus pfeifferi,Mammalia,Chiroptera,Vespertilionidae,pfeiffer's red bat
Alticola strelzowi,Mammalia,Rodentia,Cricetidae,flat-headed vole
Pipistrellus inexspectatus,Mammalia,Chiroptera,Vespertilionidae,aellen's pipistrelle
Myotis peytoni,Mammalia,Chiroptera,Vespertilionidae,peyton's myotis
Allactaga sibirica,Mammalia,Rodentia,Dipodidae,mongolian five-toed jerboa
Taphozous australis,Mammalia,Chiroptera,Emballonuridae,coastal sheath-tailed bat
Vespadelus darlingtoni,Mammalia,Chiroptera,Vespertilionidae,large forest bat
Sciurus oculatus,Mammalia,Rodentia,Sciuridae,peters's squirrel
Sturnira adrianae,Mammalia,Chiroptera,Phyllostomidae,adriana's yellow-shouldered bat
Marmota bobak,Mammalia,Rodentia,Sciuridae,bobak marmot
Phyllostomus discolor,Mammalia,Chiroptera,Phyllostomidae,pale spear-nosed bat
Gerbillus principulus,Mammalia,Rodentia,Muridae,principal gerbil
Aeorestes semotus,Mammalia,Chiroptera,Vespertilionidae,hawaiian hoary bat
Scotophilus viridis,Mammalia,Chiroptera,Vespertilionidae,eastern greenish yellow bat
Glossophaga valens,Mammalia,Chiroptera,Phyllostomidae,ecuadorian long-tongued bat
Acomys subspinosus,Mammalia,Rodentia,Muridae,cape spiny mouse
Lophuromys huttereri,Mammalia,Rodentia,Muridae,hutterer's brush-furred rat
Sturnira sorianoi,Mammalia,Chiroptera,Phyllostomidae,soriano's yellow-shouldered bat
Mus cookii,Mammalia,Rodentia,Muridae,cook's mouse
Glauconycteris poensis,Mammalia,Chiroptera,Vespertilionidae,abo butterfly bat
Myotis riparius,Mammalia,Chiroptera,Vespertilionidae,riparian myotis
