scientificName,class,order,family,vernacularName
Tripteroides cuttsi,Insecta,Diptera,Culicidae,NA
Tripteroides confusus,Insecta,Diptera,Culicidae,NA
Tripteroides concinnus,Insecta,Diptera,Culicidae,NA
Tripteroides obscurus,Insecta,Diptera,Culicidae,NA
Tripteroides pallidus,Insecta,Diptera,Culicidae,NA
Tripteroides longipalpatus,Insecta,Diptera,Culicidae,NA
Tripteroides mathesoni,Insecta,Diptera,Culicidae,NA
Tripteroides simplex,Insecta,Diptera,Culicidae,NA
Tripteroides stonei,Insecta,Diptera,Culicidae,NA
Tripteroides pilosus,Insecta,Diptera,Culicidae,NA
Tripteroides plumiger,Insecta,Diptera,Culicidae,NA
Tripteroides flabelliger,Insecta,Diptera,Culicidae,NA
Tripteroides fuliginosus,Insecta,Diptera,Culicidae,NA
Tripteroides felicitatis,Insecta,Diptera,Culicidae,NA
Tripteroides filipes,Insecta,Diptera,Culicidae,NA
Tripteroides latisquama,Insecta,Diptera,Culicidae,NA
Tripteroides leei,Insecta,Diptera,Culicidae,NA
Tripteroides fuscipleura,Insecta,Diptera,Culicidae,NA
Tripteroides kingi,Insecta,Diptera,Culicidae,NA
Tripteroides vanleeuweni,Insecta,Diptera,Culicidae,NA
Tripteroides sylvestris,Insecta,Diptera,Culicidae,NA
Tripteroides subnudipennis,Insecta,Diptera,Culicidae,NA
Tripteroides torokinae,Insecta,Diptera,Culicidae,NA
Tripteroides tityae,Insecta,Diptera,Culicidae,NA
Tripteroides barraudi,Insecta,Diptera,Culicidae,NA
Tripteroides apoensis,Insecta,Diptera,Culicidae,NA
Tripteroides belkini,Insecta,Diptera,Culicidae,NA
Tripteroides nepenthicola,Insecta,Diptera,Culicidae,NA
Tripteroides werneri,Insecta,Diptera,Culicidae,NA
Tripteroides delpilari,Insecta,Diptera,Culicidae,NA
Tripteroides christophersi,Insecta,Diptera,Culicidae,NA
Tripteroides microcala,Insecta,Diptera,Culicidae,NA
Tripteroides simulatus,Insecta,Diptera,Culicidae,NA
Tripteroides splendens,Insecta,Diptera,Culicidae,NA
Tripteroides roxasi,Insecta,Diptera,Culicidae,NA
Tripteroides similis,Insecta,Diptera,Culicidae,NA
Tripteroides mabinii,Insecta,Diptera,Culicidae,NA
Tripteroides lorengaui,Insecta,Diptera,Culicidae,NA
Tripteroides malayi,Insecta,Diptera,Culicidae,NA
Tripteroides magnesianus,Insecta,Diptera,Culicidae,NA
Tripteroides mendacis,Insecta,Diptera,Culicidae,NA
Tripteroides malvari,Insecta,Diptera,Culicidae,NA
Tripteroides nitidoventer,Insecta,Diptera,Culicidae,NA
Tripteroides nissanensis,Insecta,Diptera,Culicidae,NA
Tripteroides plumosus,Insecta,Diptera,Culicidae,NA
Tripteroides novohanoverae,Insecta,Diptera,Culicidae,NA
Tripteroides proximus,Insecta,Diptera,Culicidae,NA
Tripteroides powelli,Insecta,Diptera,Culicidae,NA
Tripteroides quasiornatus,Insecta,Diptera,Culicidae,NA
Tripteroides purpuratus,Insecta,Diptera,Culicidae,NA
Tripteroides riverai,Insecta,Diptera,Culicidae,NA
Tripteroides reiseni,Insecta,Diptera,Culicidae,NA
Tripteroides denticulatus,Insecta,Diptera,Culicidae,NA
Tripteroides distigma,Insecta,Diptera,Culicidae,NA
Tripteroides dyari,Insecta,Diptera,Culicidae,NA
Tripteroides dyi,Insecta,Diptera,Culicidae,NA
Tripteroides elegans,Insecta,Diptera,Culicidae,NA
Tripteroides erlindae,Insecta,Diptera,Culicidae,NA
Tripteroides hoogstraali,Insecta,Diptera,Culicidae,NA
Tripteroides hybridus,Insecta,Diptera,Culicidae,NA
Tripteroides indeterminatus,Insecta,Diptera,Culicidae,NA
Tripteroides indicus,Insecta,Diptera,Culicidae,NA
Tripteroides intermediatus,Insecta,Diptera,Culicidae,NA
Tripteroides knighti,Insecta,Diptera,Culicidae,NA
Tripteroides latispinus,Insecta,Diptera,Culicidae,NA
Tripteroides lipovskyi,Insecta,Diptera,Culicidae,NA
Tripteroides littlechildi,Insecta,Diptera,Culicidae,NA
Tripteroides longisiphonus,Insecta,Diptera,Culicidae,NA
Tripteroides antennalis,Insecta,Diptera,Culicidae,NA
Tripteroides alboscutellatus,Insecta,Diptera,Culicidae,NA
Tripteroides aeneus,Insecta,Diptera,Culicidae,NA
Tripteroides bonneti,Insecta,Diptera,Culicidae,NA
Tripteroides binotatus,Insecta,Diptera,Culicidae,NA
Tripteroides bimaculipes,Insecta,Diptera,Culicidae,NA
Tripteroides bambusa,Insecta,Diptera,Culicidae,NA
Tripteroides claggi,Insecta,Diptera,Culicidae,NA
Tripteroides cheni,Insecta,Diptera,Culicidae,NA
Tripteroides caeruleocephalus,Insecta,Diptera,Culicidae,NA
Tripteroides brevipalpis,Insecta,Diptera,Culicidae,NA
Tripteroides vicinus,Insecta,Diptera,Culicidae,NA
Tripteroides tarsalis,Insecta,Diptera,Culicidae,NA
Tripteroides sullivanae,Insecta,Diptera,Culicidae,NA
Tripteroides uichancoi,Insecta,Diptera,Culicidae,NA
Tripteroides toffaletii,Insecta,Diptera,Culicidae,NA
Kimia miyagii,Insecta,Diptera,Culicidae,NA
Sabethes andreae,Insecta,Diptera,Culicidae,NA
Sabethes idiogenes,Insecta,Diptera,Culicidae,NA
Sabethes intermedius,Insecta,Diptera,Culicidae,NA
Sabethes theresae,Insecta,Diptera,Culicidae,NA
Sabethes melanonymphe,Insecta,Diptera,Culicidae,NA
Sabethes xhyphydes,Insecta,Diptera,Culicidae,NA
Sabethes chloropterus,Insecta,Diptera,Culicidae,NA
Sabethes glaucodaemon,Insecta,Diptera,Culicidae,NA
Sabethes conditus,Insecta,Diptera,Culicidae,NA
Sabethes tridentatus,Insecta,Diptera,Culicidae,NA
Sabethes gymnothorax,Insecta,Diptera,Culicidae,NA
Sabethes lanei,Insecta,Diptera,Culicidae,NA
Sabethes nitidus,Insecta,Diptera,Culicidae,NA
Sabethes ortizi,Insecta,Diptera,Culicidae,NA
Sabethes paraitepuyensis,Insecta,Diptera,Culicidae,NA
Sabethes purpureus,Insecta,Diptera,Culicidae,NA
Sabethes quasicyaneus,Insecta,Diptera,Culicidae,NA
Sabethes schnusei,Insecta,Diptera,Culicidae,NA
Sabethes shannoni,Insecta,Diptera,Culicidae,NA
Sabethes spixi,Insecta,Diptera,Culicidae,NA
Sabethes tarsopus,Insecta,Diptera,Culicidae,NA
Sabethes albiprivus,Insecta,Diptera,Culicidae,NA
Sabethes amazonicus,Insecta,Diptera,Culicidae,NA
Sabethes batesi,Insecta,Diptera,Culicidae,NA
Sabethes belisarioi,Insecta,Diptera,Culicidae,NA
Sabethes bipartipes,Insecta,Diptera,Culicidae,NA
Sabethes cyaneus,Insecta,Diptera,Culicidae,NA
Sabethes forattinii,Insecta,Diptera,Culicidae,NA
Sabethes ignotus,Insecta,Diptera,Culicidae,NA
Sabethes luxodens,Insecta,Diptera,Culicidae,NA
Sabethes paradoxus,Insecta,Diptera,Culicidae,NA
Sabethes soperi,Insecta,Diptera,Culicidae,NA
Sabethes undosus,Insecta,Diptera,Culicidae,NA
Sabethes whitmani,Insecta,Diptera,Culicidae,NA
Sabethes xenismus,Insecta,Diptera,Culicidae,NA
Sabethes aurescens,Insecta,Diptera,Culicidae,NA
Sabethes gorgasi,Insecta,Diptera,Culicidae,NA
Sabethes fabricii,Insecta,Diptera,Culicidae,NA
Sabethes identicus,Insecta,Diptera,Culicidae,NA
Sabethes hadrognathus,Insecta,Diptera,Culicidae,NA
Sabethes petrocchiae,Insecta,Diptera,Culicidae,NA
Runchomyia magna,Insecta,Diptera,Culicidae,NA
Runchomyia walcotti,Insecta,Diptera,Culicidae,NA
Runchomyia reversa,Insecta,Diptera,Culicidae,NA
Runchomyia humboldti,Insecta,Diptera,Culicidae,NA
Runchomyia theobaldi,Insecta,Diptera,Culicidae,NA
Runchomyia cerqueirai,Insecta,Diptera,Culicidae,NA
Runchomyia frontosa,Insecta,Diptera,Culicidae,NA
Onirion personatum,Insecta,Diptera,Culicidae,NA
Hodgesia cyptopus,Insecta,Diptera,Culicidae,NA
Coquillettidia albifera,Insecta,Diptera,Culicidae,NA
Coquillettidia albicosta,Insecta,Diptera,Culicidae,NA
Coquillettidia fasciolata,Insecta,Diptera,Culicidae,NA
Coquillettidia hermanoi,Insecta,Diptera,Culicidae,NA
Coquillettidia arribalzagae,Insecta,Diptera,Culicidae,NA
Coquillettidia chrysonotum,Insecta,Diptera,Culicidae,NA
Coquillettidia neivai,Insecta,Diptera,Culicidae,NA
Coquillettidia nigricans,Insecta,Diptera,Culicidae,NA
Coquillettidia juxtamansonia,Insecta,Diptera,Culicidae,NA
Coquillettidia lynchi,Insecta,Diptera,Culicidae,NA
Coquillettidia venezuelensis,Insecta,Diptera,Culicidae,NA
Coquillettidia nitens,Insecta,Diptera,Culicidae,NA
Coquillettidia shannoni,Insecta,Diptera,Culicidae,NA
Coquillettidia schoutedeni,Insecta,Diptera,Culicidae,NA
Coquillettidia samoaensis,Insecta,Diptera,Culicidae,NA
Coquillettidia variegata,Insecta,Diptera,Culicidae,NA
Coquillettidia vanoyei,Insecta,Diptera,Culicidae,NA
Coquillettidia pseudoconopas,Insecta,Diptera,Culicidae,NA
Coquillettidia perturbans,Insecta,Diptera,Culicidae,NA
Coquillettidia rochei,Insecta,Diptera,Culicidae,NA
Coquillettidia richiardii,Insecta,Diptera,Culicidae,NA
Coquillettidia voltaensis,Insecta,Diptera,Culicidae,NA
Coquillettidia versicolor,Insecta,Diptera,Culicidae,NA
Coquillettidia xanthogaster,Insecta,Diptera,Culicidae,NA
Coquillettidia wahlbergi,Insecta,Diptera,Culicidae,NA
Coquillettidia linealis,Insecta,Diptera,Culicidae,NA
Coquillettidia lutea,Insecta,Diptera,Culicidae,NA
Coquillettidia maculipennis,Insecta,Diptera,Culicidae,NA
Coquillettidia memorans,Insecta,Diptera,Culicidae,NA
Coquillettidia grandidieri,Insecta,Diptera,Culicidae,NA
Coquillettidia hodgkini,Insecta,Diptera,Culicidae,NA
Coquillettidia iracunda,Insecta,Diptera,Culicidae,NA
Coquillettidia karandalaensis,Insecta,Diptera,Culicidae,NA
Coquillettidia nigrochracea,Insecta,Diptera,Culicidae,NA
Coquillettidia nigrosignata,Insecta,Diptera,Culicidae,NA
Coquillettidia novochracea,Insecta,Diptera,Culicidae,NA
Coquillettidia ochracea,Insecta,Diptera,Culicidae,NA
Coquillettidia metallica,Insecta,Diptera,Culicidae,NA
Coquillettidia microannulata,Insecta,Diptera,Culicidae,NA
Coquillettidia nigritarsis,Insecta,Diptera,Culicidae,NA
Coquillettidia nigrithorax,Insecta,Diptera,Culicidae,NA
Coquillettidia chrysosoma,Insecta,Diptera,Culicidae,NA
Coquillettidia buxtoni,Insecta,Diptera,Culicidae,NA
Coquillettidia aurites,Insecta,Diptera,Culicidae,NA
Coquillettidia aureosquammata,Insecta,Diptera,Culicidae,NA
Coquillettidia aurea,Insecta,Diptera,Culicidae,NA
Coquillettidia aurata,Insecta,Diptera,Culicidae,NA
Coquillettidia annettii,Insecta,Diptera,Culicidae,NA
Coquillettidia giblini,Insecta,Diptera,Culicidae,NA
Coquillettidia fuscopteron,Insecta,Diptera,Culicidae,NA
Coquillettidia fuscopennata,Insecta,Diptera,Culicidae,NA
Coquillettidia fraseri,Insecta,Diptera,Culicidae,NA
Coquillettidia flavocincta,Insecta,Diptera,Culicidae,NA
Coquillettidia fijiensis,Insecta,Diptera,Culicidae,NA
Coquillettidia cristata,Insecta,Diptera,Culicidae,NA
Coquillettidia crassipes,Insecta,Diptera,Culicidae,NA
Coquillettidia tenuipalpis,Insecta,Diptera,Culicidae,NA
Mansonia africana,Insecta,Diptera,Culicidae,NA
Mansonia annulata,Insecta,Diptera,Culicidae,NA
Mansonia annulifera,Insecta,Diptera,Culicidae,NA
Mansonia bonneae,Insecta,Diptera,Culicidae,NA
Mansonia dives,Insecta,Diptera,Culicidae,NA
Mansonia indiana,Insecta,Diptera,Culicidae,NA
Mansonia melanesiensis,Insecta,Diptera,Culicidae,NA
Mansonia papuensis,Insecta,Diptera,Culicidae,NA
Mansonia septempunctata,Insecta,Diptera,Culicidae,NA
Mansonia uniformis,Insecta,Diptera,Culicidae,NA
Mansonia chagasi,Insecta,Diptera,Culicidae,NA
Mansonia cerqueirai,Insecta,Diptera,Culicidae,NA
Mansonia amazonensis,Insecta,Diptera,Culicidae,NA
Mansonia humeralis,Insecta,Diptera,Culicidae,NA
Mansonia fonsecai,Insecta,Diptera,Culicidae,NA
Mansonia flaveola,Insecta,Diptera,Culicidae,NA
Mansonia dyari,Insecta,Diptera,Culicidae,NA
Mansonia pessoai,Insecta,Diptera,Culicidae,NA
Mansonia leberi,Insecta,Diptera,Culicidae,NA
Mansonia indubitans,Insecta,Diptera,Culicidae,NA
Mansonia iguassuensis,Insecta,Diptera,Culicidae,NA
Mansonia wilsoni,Insecta,Diptera,Culicidae,NA
Mansonia titillans,Insecta,Diptera,Culicidae,NA
Mansonia suarezi,Insecta,Diptera,Culicidae,NA
Mansonia pseudotitillans,Insecta,Diptera,Culicidae,NA
Mimomyia hispida,Insecta,Diptera,Culicidae,NA
Mimomyia gurneyi,Insecta,Diptera,Culicidae,NA
Mimomyia flavopicta,Insecta,Diptera,Culicidae,NA
Mimomyia flavens,Insecta,Diptera,Culicidae,NA
Culex garcesi,Insecta,Diptera,Culicidae,NA
Mimomyia mimomyiaformis,Insecta,Diptera,Culicidae,NA
Mimomyia lacustris,Insecta,Diptera,Culicidae,NA
Mimomyia intermedia,Insecta,Diptera,Culicidae,NA
Mimomyia hybrida,Insecta,Diptera,Culicidae,NA
Mimomyia femorata,Insecta,Diptera,Culicidae,NA
Mimomyia chamberlaini,Insecta,Diptera,Culicidae,NA
Mimomyia aurea,Insecta,Diptera,Culicidae,NA
Mimomyia parenti,Insecta,Diptera,Culicidae,NA
Mimomyia perplexens,Insecta,Diptera,Culicidae,NA
Mimomyia modesta,Insecta,Diptera,Culicidae,NA
Mimomyia pallida,Insecta,Diptera,Culicidae,NA
Mimomyia plumosa,Insecta,Diptera,Culicidae,NA
Mimomyia splendens,Insecta,Diptera,Culicidae,NA
Mimomyia vansomerenae,Insecta,Diptera,Culicidae,NA
Mimomyia stellata,Insecta,Diptera,Culicidae,NA
Mimomyia spinosa,Insecta,Diptera,Culicidae,NA
Mimomyia bernardi,Insecta,Diptera,Culicidae,NA
Mimomyia aurata,Insecta,Diptera,Culicidae,NA
Mimomyia levicastilloi,Insecta,Diptera,Culicidae,NA
Mimomyia longicornis,Insecta,Diptera,Culicidae,NA
Mimomyia marksae,Insecta,Diptera,Culicidae,NA
Mimomyia mattinglyi,Insecta,Diptera,Culicidae,NA
Mimomyia milloti,Insecta,Diptera,Culicidae,NA
Mimomyia mogii,Insecta,Diptera,Culicidae,NA
Mimomyia ramalai,Insecta,Diptera,Culicidae,NA
Mimomyia roubaudi,Insecta,Diptera,Culicidae,NA
Mimomyia beytouti,Insecta,Diptera,Culicidae,NA
Mimomyia brygooi,Insecta,Diptera,Culicidae,NA
Mimomyia collessi,Insecta,Diptera,Culicidae,NA
Mimomyia deguzmanae,Insecta,Diptera,Culicidae,NA
Mimomyia fusca,Insecta,Diptera,Culicidae,NA
Mimomyia grjebinei,Insecta,Diptera,Culicidae,NA
Mimomyia jeansottei,Insecta,Diptera,Culicidae,NA
Mimomyia kiriromi,Insecta,Diptera,Culicidae,NA
Mimomyia mediolineata,Insecta,Diptera,Culicidae,NA
Mimomyia martinei,Insecta,Diptera,Culicidae,NA
Mimomyia xanthozona,Insecta,Diptera,Culicidae,NA
Mimomyia solomonis,Insecta,Diptera,Culicidae,NA
Mimomyia bougainvillensis,Insecta,Diptera,Culicidae,NA
Mimomyia luzonensis,Insecta,Diptera,Culicidae,NA
Mimomyia elegans,Insecta,Diptera,Culicidae,NA
Culiseta subochrea,Insecta,Diptera,Culicidae,NA
Culiseta particeps,Insecta,Diptera,Culicidae,NA
Culiseta niveitaeniata,Insecta,Diptera,Culicidae,NA
Culiseta megaloba,Insecta,Diptera,Culicidae,NA
Culiseta inornata,Insecta,Diptera,Culicidae,NA
Culiseta incidens,Insecta,Diptera,Culicidae,NA
Culiseta impatiens,Insecta,Diptera,Culicidae,NA
Culiseta glaphyroptera,Insecta,Diptera,Culicidae,NA
Culiseta bergrothi,Insecta,Diptera,Culicidae,NA
Culiseta atlantica,Insecta,Diptera,Culicidae,NA
Culiseta annulata,Insecta,Diptera,Culicidae,NA
Culiseta alaskaensis,Insecta,Diptera,Culicidae,NA
Culiseta hilli,Insecta,Diptera,Culicidae,NA
Culiseta fraseri,Insecta,Diptera,Culicidae,NA
Culiseta frenchii,Insecta,Diptera,Culicidae,NA
Culiseta antipodea,Insecta,Diptera,Culicidae,NA
Culiseta melanura,Insecta,Diptera,Culicidae,NA
Culiseta marchettei,Insecta,Diptera,Culicidae,NA
Culiseta novaezealandiae,Insecta,Diptera,Culicidae,NA
Culiseta tonnoiri,Insecta,Diptera,Culicidae,NA
Culiseta littleri,Insecta,Diptera,Culicidae,NA
Culiseta longiareolata,Insecta,Diptera,Culicidae,NA
Culiseta weindorferi,Insecta,Diptera,Culicidae,NA
Culiseta victoriensis,Insecta,Diptera,Culicidae,NA
Culiseta nipponica,Insecta,Diptera,Culicidae,NA
Culiseta ochroptera,Insecta,Diptera,Culicidae,NA
Culiseta otwayensis,Insecta,Diptera,Culicidae,NA
Culiseta sylvanensis,Insecta,Diptera,Culicidae,NA
Culiseta inconspicua,Insecta,Diptera,Culicidae,NA
Culiseta litorea,Insecta,Diptera,Culicidae,NA
Culiseta minnesotae,Insecta,Diptera,Culicidae,NA
Culiseta morsitans,Insecta,Diptera,Culicidae,NA
Culiseta amurensis,Insecta,Diptera,Culicidae,NA
Culiseta atra,Insecta,Diptera,Culicidae,NA
Culiseta drummondi,Insecta,Diptera,Culicidae,NA
Culiseta fumipennis,Insecta,Diptera,Culicidae,NA
Lutzia shinonagai,Insecta,Diptera,Culicidae,NA
Lutzia allostigma,Insecta,Diptera,Culicidae,NA
Lutzia bigoti,Insecta,Diptera,Culicidae,NA
Lutzia agranensis,Insecta,Diptera,Culicidae,NA
Lutzia vorax,Insecta,Diptera,Culicidae,NA
Lutzia tigripes,Insecta,Diptera,Culicidae,NA
Lutzia halifaxii,Insecta,Diptera,Culicidae,NA
Lutzia fuscana,Insecta,Diptera,Culicidae,NA
Culex epidesmus,Insecta,Diptera,Culicidae,NA
Culex aurantapex,Insecta,Diptera,Culicidae,NA
Culex nicaroensis,Insecta,Diptera,Culicidae,NA
Culex infula,Insecta,Diptera,Culicidae,NA
Culex giganteus,Insecta,Diptera,Culicidae,NA
Culex geminus,Insecta,Diptera,Culicidae,NA
Culex cornutus,Insecta,Diptera,Culicidae,NA
Culex bitaeniorhynchus,Insecta,Diptera,Culicidae,NA
Culex annulioris,Insecta,Diptera,Culicidae,NA
Culex albinervis,Insecta,Diptera,Culicidae,NA
Culex sinensis,Insecta,Diptera,Culicidae,NA
Culex selangorensis,Insecta,Diptera,Culicidae,NA
Culex samoaensis,Insecta,Diptera,Culicidae,NA
Culex pseudosinensis,Insecta,Diptera,Culicidae,NA
Culex poicilipes,Insecta,Diptera,Culicidae,NA
Culex luzonensis,Insecta,Diptera,Culicidae,NA
Culex longicornis,Insecta,Diptera,Culicidae,NA
Culex kinabaluensis,Insecta,Diptera,Culicidae,NA
Culex squamosus,Insecta,Diptera,Culicidae,NA
Culex starckeae,Insecta,Diptera,Culicidae,NA
Culex rubensis,Insecta,Diptera,Culicidae,NA
Culex territans,Insecta,Diptera,Culicidae,NA
Culex pseudomelanoconia,Insecta,Diptera,Culicidae,NA
Culex reevesi,Insecta,Diptera,Culicidae,NA
Culex pedicellus,Insecta,Diptera,Culicidae,NA
Culex postspiraculosus,Insecta,Diptera,Culicidae,NA
Culex martinii,Insecta,Diptera,Culicidae,NA
Culex millironi,Insecta,Diptera,Culicidae,NA
Culex apicalis,Insecta,Diptera,Culicidae,NA
Culex arizonensis,Insecta,Diptera,Culicidae,NA
Culex douglasi,Insecta,Diptera,Culicidae,NA
Culex derivator,Insecta,Diptera,Culicidae,NA
Culex europaeus,Insecta,Diptera,Culicidae,NA
Culex dumbletoni,Insecta,Diptera,Culicidae,NA
Culex chaetoventralis,Insecta,Diptera,Culicidae,NA
Culex boharti,Insecta,Diptera,Culicidae,NA
Culex crassistylus,Insecta,Diptera,Culicidae,NA
Culex cheesmanae,Insecta,Diptera,Culicidae,NA
Culex judaicus,Insecta,Diptera,Culicidae,NA
Culex johni,Insecta,Diptera,Culicidae,NA
Culex leonardi,Insecta,Diptera,Culicidae,NA
Culex latus,Insecta,Diptera,Culicidae,NA
Culex gamma,Insecta,Diptera,Culicidae,NA
Culex fergusoni,Insecta,Diptera,Culicidae,NA
Culex impudicus,Insecta,Diptera,Culicidae,NA
Culex gaufini,Insecta,Diptera,Culicidae,NA
Culex airozai,Insecta,Diptera,Culicidae,NA
Culex corniger,Insecta,Diptera,Culicidae,NA
Culex lactator,Insecta,Diptera,Culicidae,NA
Culex castroi,Insecta,Diptera,Culicidae,NA
Culex hepperi,Insecta,Diptera,Culicidae,NA
Culex machadoi,Insecta,Diptera,Culicidae,NA
Culex renatoi,Insecta,Diptera,Culicidae,NA
Culex boninensis,Insecta,Diptera,Culicidae,NA
Culex cauchensis,Insecta,Diptera,Culicidae,NA
Culex breviculus,Insecta,Diptera,Culicidae,NA
Culex latisquama,Insecta,Diptera,Culicidae,NA
Culex arbieeni,Insecta,Diptera,Culicidae,NA
Culex avianus,Insecta,Diptera,Culicidae,NA
Culex hortensis,Insecta,Diptera,Culicidae,NA
Culex deserticola,Insecta,Diptera,Culicidae,NA
Culex quettensis,Insecta,Diptera,Culicidae,NA
Culex peringueyi,Insecta,Diptera,Culicidae,NA
Culex seyrigi,Insecta,Diptera,Culicidae,NA
Culex salisburiensis,Insecta,Diptera,Culicidae,NA
Culex subsalisburiensis,Insecta,Diptera,Culicidae,NA
Culex bequaerti,Insecta,Diptera,Culicidae,NA
Culex bifoliolatus,Insecta,Diptera,Culicidae,NA
Culex batesi,Insecta,Diptera,Culicidae,NA
Culex bejaranoi,Insecta,Diptera,Culicidae,NA
Culex bahiensis,Insecta,Diptera,Culicidae,NA
Culex bastagarius,Insecta,Diptera,Culicidae,NA
Culex atratus,Insecta,Diptera,Culicidae,NA
Culex aureonotatus,Insecta,Diptera,Culicidae,NA
Culex aphyllus,Insecta,Diptera,Culicidae,NA
Culex arboricolus,Insecta,Diptera,Culicidae,NA
Culex anips,Insecta,Diptera,Culicidae,NA
Culex anoplicitus,Insecta,Diptera,Culicidae,NA
Culex amitis,Insecta,Diptera,Culicidae,NA
Culex andricus,Insecta,Diptera,Culicidae,NA
Culex alinkios,Insecta,Diptera,Culicidae,NA
Culex alogistus,Insecta,Diptera,Culicidae,NA
Culex corentynensis,Insecta,Diptera,Culicidae,NA
Culex coppenamensis,Insecta,Diptera,Culicidae,NA
Culex contei,Insecta,Diptera,Culicidae,NA
Culex conspirator,Insecta,Diptera,Culicidae,NA
Culex confundior,Insecta,Diptera,Culicidae,NA
Culex comminutor,Insecta,Diptera,Culicidae,NA
Culex commevynensis,Insecta,Diptera,Culicidae,NA
Culex comatus,Insecta,Diptera,Culicidae,NA
Culex clarki,Insecta,Diptera,Culicidae,NA
Culex changuinolae,Insecta,Diptera,Culicidae,NA
Culex cedecei,Insecta,Diptera,Culicidae,NA
Culex caudelli,Insecta,Diptera,Culicidae,NA
Culex caudatus,Insecta,Diptera,Culicidae,NA
Culex caribeanus,Insecta,Diptera,Culicidae,NA
Culex carcinophilus,Insecta,Diptera,Culicidae,NA
Culex brachiatus,Insecta,Diptera,Culicidae,NA
Culex egcymon,Insecta,Diptera,Culicidae,NA
Culex eknomios,Insecta,Diptera,Culicidae,NA
Culex elephas,Insecta,Diptera,Culicidae,NA
Culex elevator,Insecta,Diptera,Culicidae,NA
Culex dureti,Insecta,Diptera,Culicidae,NA
Culex dyius,Insecta,Diptera,Culicidae,NA
Culex eastor,Insecta,Diptera,Culicidae,NA
Culex educator,Insecta,Diptera,Culicidae,NA
Culex diamphidius,Insecta,Diptera,Culicidae,NA
Culex distinguendus,Insecta,Diptera,Culicidae,NA
Culex dolichophyllus,Insecta,Diptera,Culicidae,NA
Culex dunni,Insecta,Diptera,Culicidae,NA
Culex creole,Insecta,Diptera,Culicidae,NA
Culex cristovaoi,Insecta,Diptera,Culicidae,NA
Culex crybda,Insecta,Diptera,Culicidae,NA
Culex delpontei,Insecta,Diptera,Culicidae,NA
Culex galindoi,Insecta,Diptera,Culicidae,NA
Culex foliafer,Insecta,Diptera,Culicidae,NA
Culex galvaoi,Insecta,Diptera,Culicidae,NA
Culex ferreri,Insecta,Diptera,Culicidae,NA
Culex faurani,Insecta,Diptera,Culicidae,NA
Culex flochi,Insecta,Diptera,Culicidae,NA
Culex flabellifer,Insecta,Diptera,Culicidae,NA
Culex erraticus,Insecta,Diptera,Culicidae,NA
Culex ernsti,Insecta,Diptera,Culicidae,NA
Culex fairchildi,Insecta,Diptera,Culicidae,NA
Culex evansae,Insecta,Diptera,Culicidae,NA
Culex epanastasis,Insecta,Diptera,Culicidae,NA
Culex ensiformis,Insecta,Diptera,Culicidae,NA
Culex ernanii,Insecta,Diptera,Culicidae,NA
Culex equinoxialis,Insecta,Diptera,Culicidae,NA
Culex abominator,Insecta,Diptera,Culicidae,NA
Culex adamesi,Insecta,Diptera,Culicidae,NA
Culex abonnenci,Insecta,Diptera,Culicidae,NA
Culex albinensis,Insecta,Diptera,Culicidae,NA
Culex akritos,Insecta,Diptera,Culicidae,NA
Culex aliciae,Insecta,Diptera,Culicidae,NA
Culex alcocki,Insecta,Diptera,Culicidae,NA
Culex serratimarge,Insecta,Diptera,Culicidae,NA
Culex sardinerae,Insecta,Diptera,Culicidae,NA
Culex saramaccensis,Insecta,Diptera,Culicidae,NA
Culex sacchettae,Insecta,Diptera,Culicidae,NA
Culex rorotaensis,Insecta,Diptera,Culicidae,NA
Culex rooti,Insecta,Diptera,Culicidae,NA
Culex ronderosi,Insecta,Diptera,Culicidae,NA
Culex ribeirensis,Insecta,Diptera,Culicidae,NA
Culex tecmarsis,Insecta,Diptera,Culicidae,NA
Culex taeniopus,Insecta,Diptera,Culicidae,NA
Culex symbletos,Insecta,Diptera,Culicidae,NA
Culex sursumptor,Insecta,Diptera,Culicidae,NA
Culex spissipes,Insecta,Diptera,Culicidae,NA
Culex spathulatus,Insecta,Diptera,Culicidae,NA
Culex simulator,Insecta,Diptera,Culicidae,NA
Culex silvai,Insecta,Diptera,Culicidae,NA
Culex trisetosus,Insecta,Diptera,Culicidae,NA
Culex unicornis,Insecta,Diptera,Culicidae,NA
Culex trigeminatus,Insecta,Diptera,Culicidae,NA
Culex trilobulatus,Insecta,Diptera,Culicidae,NA
Culex tournieri,Insecta,Diptera,Culicidae,NA
Culex trifidus,Insecta,Diptera,Culicidae,NA
Culex terebor,Insecta,Diptera,Culicidae,NA
Culex theobaldi,Insecta,Diptera,Culicidae,NA
Culex zeteki,Insecta,Diptera,Culicidae,NA
Culex wepsterae,Insecta,Diptera,Culicidae,NA
Culex ybarmis,Insecta,Diptera,Culicidae,NA
Culex vidali,Insecta,Diptera,Culicidae,NA
Culex vomerifer,Insecta,Diptera,Culicidae,NA
Culex vaxus,Insecta,Diptera,Culicidae,NA
Culex vexillifer,Insecta,Diptera,Culicidae,NA
Culex guedesi,Insecta,Diptera,Culicidae,NA
Culex gravitator,Insecta,Diptera,Culicidae,NA
Culex gnomatos,Insecta,Diptera,Culicidae,NA
Culex glyptosalpinx,Insecta,Diptera,Culicidae,NA
Culex inadmirabilis,Insecta,Diptera,Culicidae,NA
