Disease,Serotype,Region,Observation.date
Influenza - Avian,H5N1 HPAI,Asia,08/08/2006
Influenza - Avian,H5N1 HPAI,Asia,06/08/2006
Influenza - Avian,H5N1 HPAI,Asia,06/08/2006
Influenza - Avian,H5N1 HPAI,Asia,06/08/2006
Influenza - Avian,H5N1 HPAI,Asia,03/08/2006
Influenza - Avian,H5N1 HPAI,Europe,02/08/2006
Influenza - Avian,H7 LPAI,Europe,01/08/2006
Influenza - Avian,H5N1 HPAI,Asia,01/08/2006
Influenza - Avian,H5N1 HPAI,Africa,31/07/2006
Influenza - Avian,H5N1 HPAI,Asia,30/07/2006
Influenza - Avian,H5N1 HPAI,Asia,28/07/2006
Influenza - Avian,H5N1 HPAI,Africa,26/07/2006
Influenza - Avian,H5N1 HPAI,Asia,26/07/2006
Influenza - Avian,H5N1 HPAI,Asia,26/07/2006
Influenza - Avian,H5N1 HPAI,Africa,24/07/2006
Influenza - Avian,H5N1 HPAI,Africa,24/07/2006
Influenza - Avian,H5N1 HPAI,Africa,24/07/2006
Influenza - Avian,H5N1 HPAI,Africa,24/07/2006
Influenza - Avian,H5N1 HPAI,Asia,24/07/2006
Influenza - Avian,H5N1 HPAI,Asia,24/07/2006
Influenza - Avian,H5N1 HPAI,Asia,24/07/2006
Influenza - Avian,H5N1 HPAI,Africa,21/07/2006
Influenza - Avian,H5N1 HPAI,Africa,20/07/2006
Influenza - Avian,H5N1 HPAI,Africa,20/07/2006
Influenza - Avian,H5N1 HPAI,Africa,20/07/2006
Influenza - Avian,H5N1 HPAI,Africa,20/07/2006
Influenza - Avian,LPAI,Europe,19/07/2006
Influenza - Avian,H5N1 HPAI,Asia,19/07/2006
Influenza - Avian,H5N1 HPAI,Africa,18/07/2006
Influenza - Avian,H5N1 HPAI,Asia,16/07/2006
Influenza - Avian,H5N1 HPAI,Asia,15/07/2006
Influenza - Avian,H5N1 HPAI,Asia,14/07/2006
Influenza - Avian,H5N1 HPAI,Africa,11/07/2006
Influenza - Avian,H5N1 HPAI,Africa,10/07/2006
Influenza - Avian,H5N1 HPAI,Asia,10/07/2006
Influenza - Avian,H5N1 HPAI,Asia,10/07/2006
Influenza - Avian,H5N1 HPAI,Asia,10/07/2006
Influenza - Avian,H5N1 HPAI,Asia,10/07/2006
Influenza - Avian,H5N1 HPAI,Africa,10/07/2006
Influenza - Avian,H5N1 HPAI,Asia,10/07/2006
Influenza - Avian,H5N1 HPAI,Asia,10/07/2006
Influenza - Avian,H5N1 HPAI,Asia,10/07/2006
Influenza - Avian,H5N1 HPAI,Asia,10/07/2006
Influenza - Avian,H5N1 HPAI,Europe,09/07/2006
Influenza - Avian,H5N1 HPAI,Africa,08/07/2006
Influenza - Avian,H5N1 HPAI,Africa,08/07/2006
Influenza - Avian,H5N1 HPAI,Europe,07/07/2006
Influenza - Avian,H5N1 HPAI,Africa,06/07/2006
Influenza - Avian,H5N1 HPAI,Africa,06/07/2006
Influenza - Avian,H5N1 HPAI,Africa,06/07/2006
Influenza - Avian,H5 LPAI,Europe,06/07/2006
Influenza - Avian,H5 LPAI,Europe,06/07/2006
Influenza - Avian,H5N1 HPAI,Europe,04/07/2006
Influenza - Avian,H5N1 HPAI,Africa,04/07/2006
Influenza - Avian,H5N1 HPAI,Europe,03/07/2006
Influenza - Avian,H5N1 HPAI,Africa,01/07/2006
Influenza - Avian,H5N1 HPAI,Africa,01/07/2006
Influenza - Avian,H5N1 HPAI,Europe,30/06/2006
Influenza - Avian,H5N1 HPAI,Europe,29/06/2006
Influenza - Avian,H5N1 HPAI,Europe,29/06/2006
Influenza - Avian,H5N1 HPAI,Europe,29/06/2006
Influenza - Avian,H5N2 HPAI,Africa,29/06/2006
Influenza - Avian,H5N1 HPAI,Europe,28/06/2006
Influenza - Avian,H5N1 HPAI,Europe,28/06/2006
Influenza - Avian,H5N1 HPAI,Europe,28/06/2006
Influenza - Avian,H5N1 HPAI,Europe,28/06/2006
Influenza - Avian,H5N1 HPAI,Europe,27/06/2006
Influenza - Avian,H5N1 HPAI,Asia,26/06/2006
Influenza - Avian,H5N1 HPAI,Asia,24/06/2006
Influenza - Avian,H5N1 HPAI,Europe,23/06/2006
Influenza - Avian,H5N1 HPAI,Europe,23/06/2006
Influenza - Avian,H5N1 HPAI,Europe,23/06/2006
Influenza - Avian,H5N1 HPAI,Africa,23/06/2006
Influenza - Avian,H5N1 HPAI,Asia,23/06/2006
Influenza - Avian,H5N1 HPAI,Europe,21/06/2006
Influenza - Avian,HPAI,Europe,21/06/2006
Influenza - Avian,H5N1 HPAI,Europe,21/06/2006
Influenza - Avian,H5N1 HPAI,Asia,20/06/2006
Influenza - Avian,H5N1 HPAI,Asia,20/06/2006
Influenza - Avian,H5N1 HPAI,Asia,20/06/2006
Influenza - Avian,H5N1 HPAI,Asia,20/06/2006
Influenza - Avian,H5N1 HPAI,Europe,20/06/2006
Influenza - Avian,HPAI,Europe,20/06/2006
Influenza - Avian,H5N1 HPAI,Europe,20/06/2006
Influenza - Avian,H5N1 HPAI,Europe,20/06/2006
Influenza - Avian,H5N1 HPAI,Europe,20/06/2006
Influenza - Avian,HPAI,Europe,19/06/2006
Influenza - Avian,H5N1 HPAI,Europe,19/06/2006
Influenza - Avian,H5N2 HPAI,Africa,19/06/2006
Influenza - Avian,H5N1 HPAI,Africa,19/06/2006
Influenza - Avian,H5N2 HPAI,Africa,19/06/2006
Influenza - Avian,H5N2 HPAI,Africa,19/06/2006
Influenza - Avian,H5N2 HPAI,Africa,19/06/2006
Influenza - Avian,H5N2 HPAI,Africa,19/06/2006
Influenza - Avian,H5N2 HPAI,Africa,19/06/2006
Influenza - Avian,H5N2 HPAI,Africa,19/06/2006
Influenza - Avian,H5N2 HPAI,Africa,19/06/2006
Influenza - Avian,H5N2 HPAI,Africa,19/06/2006
Influenza - Avian,H5N2 HPAI,Africa,19/06/2006
Influenza - Avian,H5N2 HPAI,Africa,19/06/2006
Influenza - Avian,H5N2 HPAI,Africa,19/06/2006
Influenza - Avian,H5N2 HPAI,Africa,19/06/2006
Influenza - Avian,H5N2 HPAI,Africa,19/06/2006
Influenza - Avian,H5N2 HPAI,Africa,19/06/2006
Influenza - Avian,H5N2 HPAI,Africa,19/06/2006
Influenza - Avian,H5N2 HPAI,Africa,19/06/2006
Influenza - Avian,H5N2 HPAI,Africa,19/06/2006
Influenza - Avian,H5N2 HPAI,Africa,19/06/2006
Influenza - Avian,H5N2 HPAI,Africa,19/06/2006
Influenza - Avian,H5N2 HPAI,Africa,19/06/2006
Influenza - Avian,H5N2 HPAI,Africa,19/06/2006
Influenza - Avian,H5N2 HPAI,Africa,19/06/2006
Influenza - Avian,H5N1 HPAI,Asia,19/06/2006
Influenza - Avian,H9N2 LPAI,Asia,19/06/2006
Influenza - Avian,H5N1 HPAI,Asia,18/06/2006
Influenza - Avian,H5N1 HPAI,Asia,17/06/2006
Influenza - Avian,H5N1 HPAI,Asia,17/06/2006
Influenza - Avian,H5N1 HPAI,Europe,16/06/2006
Influenza - Avian,H5N1 HPAI,Europe,15/06/2006
Influenza - Avian,H5N1 HPAI,Asia,15/06/2006
Influenza - Avian,H5N1 HPAI,Europe,14/06/2006
Influenza - Avian,H5N1 HPAI,Europe,13/06/2006
Influenza - Avian,H5N1 HPAI,Europe,13/06/2006
Influenza - Avian,H5N1 HPAI,Africa,13/06/2006
Influenza - Avian,H5N1 HPAI,Africa,13/06/2006
Influenza - Avian,H5N1 HPAI,Africa,13/06/2006
Influenza - Avian,H5N1 HPAI,Africa,13/06/2006
Influenza - Avian,H5N1 HPAI,Europe,12/06/2006
Influenza - Avian,H5N1 HPAI,Europe,12/06/2006
Influenza - Avian,H5N1 HPAI,Europe,12/06/2006
Influenza - Avian,H5N1 HPAI,Africa,12/06/2006
Influenza - Avian,H5N1 HPAI,Africa,12/06/2006
Influenza - Avian,H5N1 HPAI,Africa,12/06/2006
Influenza - Avian,H5N1 HPAI,Africa,12/06/2006
Influenza - Avian,H5N1 HPAI,Africa,12/06/2006
Influenza - Avian,H5N1 HPAI,Africa,12/06/2006
Influenza - Avian,H5N1 HPAI,Europe,11/06/2006
Influenza - Avian,H5N1 HPAI,Europe,10/06/2006
Influenza - Avian,H5N1 HPAI,Europe,10/06/2006
Influenza - Avian,H5N1 HPAI,Europe,10/06/2006
Influenza - Avian,H5N1 HPAI,Europe,10/06/2006
Influenza - Avian,H5N1 HPAI,Europe,10/06/2006
Influenza - Avian,H5N1 HPAI,Africa,10/06/2006
Influenza - Avian,H5N1 HPAI,Africa,10/06/2006
Influenza - Avian,H5N1 HPAI,Asia,09/06/2006
Influenza - Avian,H9N2 LPAI,Asia,09/06/2006
Influenza - Avian,H5N1 HPAI,Africa,08/06/2006
Influenza - Avian,H5N1 HPAI,Africa,08/06/2006
Influenza - Avian,H5N1 HPAI,Asia,08/06/2006
Influenza - Avian,H9N2 LPAI,Americas,08/06/2006
Influenza - Avian,H5N1 HPAI,Africa,07/06/2006
Influenza - Avian,H9N2 LPAI,Americas,07/06/2006
Influenza - Avian,H5N1 HPAI,Europe,05/06/2006
Influenza - Avian,H5N1 HPAI,Asia,05/06/2006
Influenza - Avian,H5N1 HPAI,Asia,05/06/2006
Influenza - Avian,H5N1 HPAI,Asia,05/06/2006
Influenza - Avian,H5N1 HPAI,Asia,05/06/2006
Influenza - Avian,H5N1 HPAI,Asia,04/06/2006
Influenza - Avian,H5N1 HPAI,Africa,04/06/2006
Influenza - Avian,H5N1 HPAI,Europe,03/06/2006
Influenza - Avian,H5N1 HPAI,Europe,03/06/2006
Influenza - Avian,H5N1 HPAI,Asia,03/06/2006
Influenza - Avian,H5N1 HPAI,Africa,02/06/2006
Influenza - Avian,H5N2 LPAI,Europe,01/06/2006
Influenza - Avian,H5N2 LPAI,Europe,01/06/2006
Influenza - Avian,H5N2 LPAI,Europe,01/06/2006
Influenza - Avian,H5N1 HPAI,Europe,01/06/2006
Influenza - Avian,H5N1 HPAI,Europe,01/06/2006
Influenza - Avian,H5N1 HPAI,Europe,01/06/2006
Influenza - Avian,H5N1 HPAI,Africa,01/06/2006
Influenza - Avian,H5N1 HPAI,Africa,01/06/2006
Influenza - Avian,H5N1 HPAI,Africa,31/05/2006
Influenza - Avian,H5N1 HPAI,Africa,31/05/2006
Influenza - Avian,H5N1 HPAI,Africa,31/05/2006
Influenza - Avian,H5N1 HPAI,Europe,30/05/2006
Influenza - Avian,H5N1 HPAI,Europe,30/05/2006
Influenza - Avian,H5N1 HPAI,Europe,30/05/2006
Influenza - Avian,H5N1 HPAI,Europe,30/05/2006
Influenza - Avian,H5N1 HPAI,Europe,30/05/2006
Influenza - Avian,H5N1 HPAI,Europe,30/05/2006
Influenza - Avian,H5N1 HPAI,Europe,30/05/2006
Influenza - Avian,H5N1 HPAI,Europe,30/05/2006
Influenza - Avian,H5N1 HPAI,Europe,29/05/2006
Influenza - Avian,H5N1 HPAI,Africa,29/05/2006
Influenza - Avian,H5N1 HPAI,Africa,29/05/2006
Influenza - Avian,H5N1 HPAI,Africa,29/05/2006
Influenza - Avian,H9N2 LPAI,Asia,29/05/2006
Influenza - Avian,H5N1 HPAI,Europe,28/05/2006
Influenza - Avian,H5N1 HPAI,Europe,28/05/2006
Influenza - Avian,H5N1 HPAI,Europe,28/05/2006
Influenza - Avian,H5N1 HPAI,Europe,27/05/2006
Influenza - Avian,H5N1 HPAI,Africa,27/05/2006
Influenza - Avian,H5N1 HPAI,Europe,26/05/2006
Influenza - Avian,H5N1 HPAI,Europe,26/05/2006
Influenza - Avian,H5N1 HPAI,Europe,26/05/2006
Influenza - Avian,H5N1 HPAI,Europe,26/05/2006
Influenza - Avian,H5N1 HPAI,Europe,26/05/2006
Influenza - Avian,H5N1 HPAI,Europe,26/05/2006
Influenza - Avian,H5N1 HPAI,Europe,26/05/2006
Influenza - Avian,H5N1 HPAI,Asia,26/05/2006
Influenza - Avian,H5N1 HPAI,Asia,26/05/2006
Influenza - Avian,H5N1 HPAI,Europe,26/05/2006
Influenza - Avian,H5N1 HPAI,Asia,26/05/2006
Influenza - Avian,H9N2 LPAI,Asia,26/05/2006
Influenza - Avian,H5N1 HPAI,Europe,25/05/2006
Influenza - Avian,H5N1 HPAI,Europe,25/05/2006
Influenza - Avian,H5N1 HPAI,Europe,25/05/2006
Influenza - Avian,H5N1 HPAI,Europe,25/05/2006
Influenza - Avian,H5N1 HPAI,Europe,25/05/2006
Influenza - Avian,H5N1 HPAI,Europe,25/05/2006
Influenza - Avian,H5N1 HPAI,Europe,25/05/2006
Influenza - Avian,H5N1 HPAI,Europe,25/05/2006
Influenza - Avian,H5N1 HPAI,Europe,25/05/2006
Influenza - Avian,H5N1 HPAI,Europe,25/05/2006
Influenza - Avian,H5N1 HPAI,Europe,25/05/2006
Influenza - Avian,H5N1 HPAI,Europe,25/05/2006
Influenza - Avian,H5N1 HPAI,Africa,25/05/2006
Influenza - Avian,H5N1 HPAI,Africa,25/05/2006
Influenza - Avian,H5N1 HPAI,Africa,25/05/2006
Influenza - Avian,H9N2 LPAI,Asia,25/05/2006
Influenza - Avian,H5N1 HPAI,Europe,24/05/2006
Influenza - Avian,H5N1 HPAI,Europe,24/05/2006
Influenza - Avian,H5N1 HPAI,Europe,24/05/2006
Influenza - Avian,H5N1 HPAI,Europe,24/05/2006
Influenza - Avian,H5N1 HPAI,Europe,24/05/2006
Influenza - Avian,H5N1 HPAI,Europe,24/05/2006
Influenza - Avian,H5N1 HPAI,Europe,24/05/2006
Influenza - Avian,H5N1 HPAI,Europe,24/05/2006
Influenza - Avian,H5N1 HPAI,Europe,24/05/2006
Influenza - Avian,H5N1 HPAI,Europe,24/05/2006
Influenza - Avian,H5N1 HPAI,Europe,24/05/2006
Influenza - Avian,H5N1 HPAI,Europe,24/05/2006
Influenza - Avian,H5N1 HPAI,Europe,24/05/2006
Influenza - Avian,H5N1 HPAI,Europe,24/05/2006
Influenza - Avian,H5N1 HPAI,Europe,24/05/2006
Influenza - Avian,H5N1 HPAI,Europe,24/05/2006
Influenza - Avian,H5N1 HPAI,Europe,24/05/2006
Influenza - Avian,H5N1 HPAI,Europe,24/05/2006
Influenza - Avian,H5N1 HPAI,Europe,24/05/2006
Influenza - Avian,H5N1 HPAI,Europe,24/05/2006
Influenza - Avian,H5N1 HPAI,Asia,24/05/2006
Influenza - Avian,H9N2 LPAI,Americas,24/05/2006
Influenza - Avian,H5N1 HPAI,Europe,23/05/2006
Influenza - Avian,H5N1 HPAI,Europe,23/05/2006
Influenza - Avian,H5N1 HPAI,Europe,23/05/2006
Influenza - Avian,H5N1 HPAI,Europe,23/05/2006
Influenza - Avian,H5N1 HPAI,Europe,23/05/2006
Influenza - Avian,H5N1 HPAI,Europe,23/05/2006
Influenza - Avian,H5N1 HPAI,Europe,23/05/2006
Influenza - Avian,H5N1 HPAI,Europe,23/05/2006
Influenza - Avian,H5N1 HPAI,Europe,23/05/2006
Influenza - Avian,H5N1 HPAI,Europe,23/05/2006
Influenza - Avian,H5N1 HPAI,Europe,23/05/2006
Influenza - Avian,H5N1 HPAI,Europe,23/05/2006
Influenza - Avian,H5N1 HPAI,Europe,23/05/2006
Influenza - Avian,H5N1 HPAI,Europe,23/05/2006
Influenza - Avian,H5N1 HPAI,Europe,23/05/2006
Influenza - Avian,H5N1 HPAI,Europe,23/05/2006
Influenza - Avian,H5N1 HPAI,Europe,23/05/2006
Influenza - Avian,H5N1 HPAI,Europe,23/05/2006
Influenza - Avian,H5N1 HPAI,Europe,23/05/2006
Influenza - Avian,H5N1 HPAI,Europe,23/05/2006
Influenza - Avian,H5N1 HPAI,Europe,23/05/2006
Influenza - Avian,H5N1 HPAI,Europe,23/05/2006
Influenza - Avian,H5N1 HPAI,Europe,23/05/2006
Influenza - Avian,H5N1 HPAI,Europe,23/05/2006
Influenza - Avian,H5N1 HPAI,Europe,23/05/2006
Influenza - Avian,H5N1 HPAI,Europe,23/05/2006
Influenza - Avian,H9N2 LPAI,Asia,23/05/2006
Influenza - Avian,H9N2 LPAI,Americas,23/05/2006
Influenza - Avian,H9N2 LPAI,Americas,23/05/2006
Influenza - Avian,H9N2 LPAI,Americas,23/05/2006
Influenza - Avian,H5N1 HPAI,Europe,22/05/2006
Influenza - Avian,H5N1 HPAI,Europe,22/05/2006
Influenza - Avian,H5N1 HPAI,Europe,22/05/2006
Influenza - Avian,H5N1 HPAI,Europe,22/05/2006
Influenza - Avian,H5N1 HPAI,Africa,22/05/2006
Influenza - Avian,H9N2 LPAI,Americas,22/05/2006
Influenza - Avian,H5N1 HPAI,Europe,21/05/2006
Influenza - Avian,H5N1 HPAI,Europe,21/05/2006
Influenza - Avian,H5N1 HPAI,Europe,21/05/2006
Influenza - Avian,H5N1 HPAI,Europe,21/05/2006
Influenza - Avian,H5N1 HPAI,Europe,21/05/2006
Influenza - Avian,H5N1 HPAI,Asia,21/05/2006
Influenza - Avian,H5N1 HPAI,Asia,21/05/2006
Influenza - Avian,H5N1 HPAI,Asia,21/05/2006
Influenza - Avian,H5N1 HPAI,Asia,21/05/2006
Influenza - Avian,H5N1 HPAI,Asia,21/05/2006
Influenza - Avian,H5N1 HPAI,Asia,21/05/2006
Influenza - Avian,H5N1 HPAI,Asia,21/05/2006
Influenza - Avian,H5N1 HPAI,Asia,21/05/2006
Influenza - Avian,H5N1 HPAI,Asia,21/05/2006
Influenza - Avian,H5N1 HPAI,Asia,21/05/2006
Influenza - Avian,H5N1 HPAI,Asia,21/05/2006
Influenza - Avian,H5N1 HPAI,Asia,21/05/2006
Influenza - Avian,H5N1 HPAI,Asia,21/05/2006
Influenza - Avian,H5N1 HPAI,Asia,21/05/2006
Influenza - Avian,H5N1 HPAI,Asia,21/05/2006
Influenza - Avian,H5N1 HPAI,Europe,21/05/2006
Influenza - Avian,H5N1 HPAI,Europe,21/05/2006
Influenza - Avian,H5N1 HPAI,Europe,21/05/2006
Influenza - Avian,H5N1 HPAI,Europe,21/05/2006
Influenza - Avian,H5N1 HPAI,Europe,21/05/2006
Influenza - Avian,H5N1 HPAI,Africa,21/05/2006
Influenza - Avian,H5N1 HPAI,Africa,21/05/2006
Influenza - Avian,H5N1 HPAI,Africa,20/05/2006
Influenza - Avian,H5N1 HPAI,Africa,20/05/2006
Influenza - Avian,H5N1 HPAI,Africa,20/05/2006
Influenza - Avian,H5N1 HPAI,Africa,20/05/2006
Influenza - Avian,H5N1 HPAI,Europe,20/05/2006
Influenza - Avian,H5N1 HPAI,Europe,20/05/2006
Influenza - Avian,H5N1 HPAI,Europe,20/05/2006
Influenza - Avian,H5N1 HPAI,Europe,20/05/2006
Influenza - Avian,H5N1 HPAI,Europe,19/05/2006
Influenza - Avian,H5N1 HPAI,Europe,19/05/2006
Influenza - Avian,H5N1 HPAI,Europe,19/05/2006
Influenza - Avian,H5N1 HPAI,Europe,19/05/2006
Influenza - Avian,H5N1 HPAI,Europe,19/05/2006
Influenza - Avian,H5N1 HPAI,Europe,19/05/2006
Influenza - Avian,H5N1 HPAI,Europe,19/05/2006
Influenza - Avian,H5N1 HPAI,Europe,19/05/2006
Influenza - Avian,H5N1 HPAI,Europe,19/05/2006
Influenza - Avian,H5N1 HPAI,Europe,19/05/2006
Influenza - Avian,H5N1 HPAI,Europe,19/05/2006
Influenza - Avian,H5N1 HPAI,Africa,19/05/2006
Influenza - Avian,H5N1 HPAI,Africa,19/05/2006
Influenza - Avian,H5N1 HPAI,Africa,19/05/2006
Influenza - Avian,H5N1 HPAI,Africa,19/05/2006
Influenza - Avian,H5N1 HPAI,Africa,19/05/2006
Influenza - Avian,H5N1 HPAI,Europe,19/05/2006
Influenza - Avian,H5N1 HPAI,Europe,19/05/2006
Influenza - Avian,H5N1 HPAI,Europe,19/05/2006
Influenza - Avian,H5N1 HPAI,Africa,19/05/2006
Influenza - Avian,H5N1 HPAI,Africa,19/05/2006
Influenza - Avian,HPAI,Asia,18/05/2006
Influenza - Avian,H5N1 HPAI,Europe,18/05/2006
Influenza - Avian,H5N1 HPAI,Europe,18/05/2006
Influenza - Avian,H5N1 HPAI,Europe,18/05/2006
Influenza - Avian,H5N1 HPAI,Europe,18/05/2006
Influenza - Avian,H5N1 HPAI,Europe,18/05/2006
Influenza - Avian,H5N1 HPAI,Europe,18/05/2006
Influenza - Avian,H5N1 HPAI,Europe,18/05/2006
Influenza - Avian,H5N1 HPAI,Europe,18/05/2006
Influenza - Avian,H5N1 HPAI,Europe,18/05/2006
Influenza - Avian,H5N1 HPAI,Europe,18/05/2006
Influenza - Avian,H5N1 HPAI,Europe,18/05/2006
Influenza - Avian,H5N1 HPAI,Europe,18/05/2006
Influenza - Avian,H5N1 HPAI,Europe,18/05/2006
Influenza - Avian,H5N1 HPAI,Europe,18/05/2006
Influenza - Avian,H5N1 HPAI,Europe,18/05/2006
Influenza - Avian,H5N1 HPAI,Africa,18/05/2006
Influenza - Avian,H5N1 HPAI,Europe,17/05/2006
Influenza - Avian,H5N1 HPAI,Europe,17/05/2006
Influenza - Avian,H5N1 HPAI,Europe,17/05/2006
Influenza - Avian,H5N1 HPAI,Europe,17/05/2006
Influenza - Avian,H5N1 HPAI,Europe,17/05/2006
Influenza - Avian,H5N1 HPAI,Europe,17/05/2006
Influenza - Avian,H5N1 HPAI,Europe,17/05/2006
Influenza - Avian,H5N1 HPAI,Europe,17/05/2006
Influenza - Avian,H5N1 HPAI,Europe,17/05/2006
Influenza - Avian,H5N1 HPAI,Africa,17/05/2006
Influenza - Avian,H5N1 HPAI,Asia,17/05/2006
Influenza - Avian,H5N1 HPAI,Asia,17/05/2006
Influenza - Avian,H5N1 HPAI,Europe,16/05/2006
Influenza - Avian,H5N1 HPAI,Europe,16/05/2006
Influenza - Avian,H5N1 HPAI,Europe,16/05/2006
Influenza - Avian,H5N1 HPAI,Europe,16/05/2006
Influenza - Avian,H5N1 HPAI,Europe,16/05/2006
Influenza - Avian,H5N1 HPAI,Europe,16/05/2006
Influenza - Avian,H5N1 HPAI,Europe,16/05/2006
Influenza - Avian,H5N1 HPAI,Europe,16/05/2006
Influenza - Avian,H5N1 HPAI,Europe,16/05/2006
Influenza - Avian,H5N1 HPAI,Africa,16/05/2006
Influenza - Avian,H5N1 HPAI,Africa,16/05/2006
Influenza - Avian,H5N1 HPAI,Asia,16/05/2006
Influenza - Avian,H5N1 HPAI,Asia,16/05/2006
Influenza - Avian,H5N1 HPAI,Europe,15/05/2006
Influenza - Avian,H5N1 HPAI,Europe,15/05/2006
Influenza - Avian,H5N1 HPAI,Europe,15/05/2006
Influenza - Avian,H5N1 HPAI,Europe,15/05/2006
Influenza - Avian,H5N1 HPAI,Europe,15/05/2006
Influenza - Avian,H5N1 HPAI,Europe,15/05/2006
Influenza - Avian,H5N1 HPAI,Europe,15/05/2006
Influenza - Avian,H5N1 HPAI,Europe,15/05/2006
Influenza - Avian,H5N1 HPAI,Europe,15/05/2006
Influenza - Avian,H5N1 HPAI,Europe,15/05/2006
Influenza - Avian,H5N1 HPAI,Europe,15/05/2006
Influenza - Avian,H5N1 HPAI,Europe,15/05/2006
Influenza - Avian,H5N1 HPAI,Africa,15/05/2006
Influenza - Avian,H5N1 HPAI,Europe,15/05/2006
Influenza - Avian,H5N1 HPAI,Europe,15/05/2006
Influenza - Avian,H5N1 HPAI,Europe,15/05/2006
Influenza - Avian,H5N1 HPAI,Europe,15/05/2006
Influenza - Avian,H5N1 HPAI,Europe,15/05/2006
Influenza - Avian,H5N1 HPAI,Europe,15/05/2006
Influenza - Avian,H5N1 HPAI,Europe,15/05/2006
Influenza - Avian,H5N1 HPAI,Europe,15/05/2006
Influenza - Avian,H5N1 HPAI,Africa,15/05/2006
Influenza - Avian,H5N1 HPAI,Europe,15/05/2006
Influenza - Avian,H5N1 HPAI,Europe,15/05/2006
Influenza - Avian,H5N1 HPAI,Europe,15/05/2006
Influenza - Avian,H5N1 HPAI,Asia,15/05/2006
Influenza - Avian,H5N1 HPAI,Europe,14/05/2006
Influenza - Avian,H5N1 HPAI,Europe,14/05/2006
Influenza - Avian,H5N1 HPAI,Europe,14/05/2006
Influenza - Avian,H5N1 HPAI,Europe,13/05/2006
Influenza - Avian,H5N1 HPAI,Europe,13/05/2006
Influenza - Avian,H5N1 HPAI,Europe,13/05/2006
Influenza - Avian,H5N1 HPAI,Europe,13/05/2006
Influenza - Avian,H5N1 HPAI,Europe,13/05/2006
Influenza - Avian,H5N1 HPAI,Africa,13/05/2006
Influenza - Avian,H5N1 HPAI,Africa,13/05/2006
Influenza - Avian,H5N1 HPAI,Europe,13/05/2006
Influenza - Avian,H5N1 HPAI,Africa,13/05/2006
Influenza - Avian,H5N1 HPAI,Europe,12/05/2006
Influenza - Avian,H5N1 HPAI,Europe,12/05/2006
Influenza - Avian,H5N1 HPAI,Europe,12/05/2006
Influenza - Avian,H5N1 HPAI,Europe,12/05/2006
Influenza - Avian,H5N1 HPAI,Europe,12/05/2006
Influenza - Avian,H5N1 HPAI,Europe,12/05/2006
Influenza - Avian,H5N1 HPAI,Europe,12/05/2006
Influenza - Avian,H5N1 HPAI,Europe,12/05/2006
Influenza - Avian,H5N1 HPAI,Europe,12/05/2006
Influenza - Avian,H5N1 HPAI,Europe,12/05/2006
Influenza - Avian,H5N1 HPAI,Europe,12/05/2006
Influenza - Avian,H5N1 HPAI,Africa,12/05/2006
Influenza - Avian,H5N1 HPAI,Africa,12/05/2006
Influenza - Avian,H5N1 HPAI,Africa,11/05/2006
Influenza - Avian,H5N1 HPAI,Africa,11/05/2006
Influenza - Avian,H5N1 HPAI,Africa,11/05/2006
Influenza - Avian,H5N1 HPAI,Africa,11/05/2006
Influenza - Avian,H5N1 HPAI,Africa,10/05/2006
Influenza - Avian,H5N1 HPAI,Africa,10/05/2006
Influenza - Avian,H5N1 HPAI,Africa,10/05/2006
Influenza - Avian,H5N1 HPAI,Africa,10/05/2006
Influenza - Avian,H5N1 HPAI,Africa,10/05/2006
Influenza - Avian,H9N2 LPAI,Asia,10/05/2006
Influenza - Avian,H5N1 HPAI,Europe,09/05/2006
Influenza - Avian,H5N1 HPAI,Africa,09/05/2006
Influenza - Avian,H5N1 HPAI,Africa,09/05/2006
Influenza - Avian,H5N1 HPAI,Africa,09/05/2006
Influenza - Avian,H5N1 HPAI,Asia,09/05/2006
Influenza - Avian,H5N1 HPAI,Europe,08/05/2006
Influenza - Avian,H5N1 HPAI,Africa,08/05/2006
Influenza - Avian,H5N1 HPAI,Africa,08/05/2006
Influenza - Avian,H5N1 HPAI,Africa,08/05/2006
Influenza - Avian,H5N1 HPAI,Africa,08/05/2006
Influenza - Avian,H5N1 HPAI,Europe,07/05/2006
Influenza - Avian,H5N1 HPAI,Europe,06/05/2006
Influenza - Avian,H5N1 HPAI,Europe,06/05/2006
Influenza - Avian,H5N1 HPAI,Africa,06/05/2006
Influenza - Avian,H5N1 HPAI,Africa,06/05/2006
Influenza - Avian,H5N1 HPAI,Africa,06/05/2006
Influenza - Avian,H5N1 HPAI,Europe,06/05/2006
Influenza - Avian,H5N1 HPAI,Asia,06/05/2006
Influenza - Avian,H5N1 HPAI,Asia,06/05/2006
Influenza - Avian,H5N1 HPAI,Europe,05/05/2006
Influenza - Avian,H5N1 HPAI,Africa,05/05/2006
Influenza - Avian,H5N1 HPAI,Africa,05/05/2006
Influenza - Avian,H5N1 HPAI,Africa,05/05/2006
Influenza - Avian,H5N1 HPAI,Africa,05/05/2006
Influenza - Avian,H5N1 HPAI,Africa,05/05/2006
Influenza - Avian,H5N1 HPAI,Africa,05/05/2006
Influenza - Avian,H5N1 HPAI,Africa,05/05/2006
Influenza - Avian,H5N1 HPAI,Africa,05/05/2006
Influenza - Avian,H5N1 HPAI,Asia,04/05/2006
Influenza - Avian,H5N1 HPAI,Asia,04/05/2006
