tipnames,virus_subtype,isolate_id,isolate_name,collection_date,collection_datemonth,collection_dateyear,host_class,host_order,host_family,host_sciname,host_commonname,host_isbird,host_isdomestic,host_simplifiedhost,collection_regionname,collection_countryname,collection_countrycode,collection_countrylat,collection_countrylong,collection_subdiv1name,collection_subdiv1code,collection_subdiv1lat,collection_subdiv1long,collection_original,profile_lab,profile,cluster_label,clade,collection_tipdate,cluster_number,collection_dateerror
H5N3|2344b|EPI_ISL_393518|unknown_avian|iran|23_13_23_2_15_21_3_14|2019-03-30,H5N3,EPI_ISL_393518,A/Avian/Iran/38AMA/2019,2019-03-30,2019-03,2019,avian other,unknown avian,NA,NA,NA,NA,wild,other,southern asia,iran,irn,32.5092139996448,54.4699733871232,NA,NA,NA,NA,NA,NA,23_13_23_2_15_21_3_14,H5N3/2019/R1_Asia,2344b,2019-03-30,cluster003,FALSE
H5N1|2344b|EPI_ISL_china_18|anseriformes|china|11_7_6_1_5_1_1_6|2023-01-01,H5N1,EPI_ISL_china_18,a/bird/zhejiang/k21/2023,2023-01-01,2023-01,2023,Aves,anseriformes,anatidae,anser cygnoides,aves,FALSE,wild,other,eastern asia,china,chn,36.6848135465548,103.513718494908,zhejiang,cn.zj,29.1745873279179,120.086382279697,Asia / China / Zhejiang / NA / NA,H5N1/2022/R16_Asia,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2023-01-01,cluster001,FALSE
H5N1|2344b|EPI_ISL_china_19|anseriformes|china|11_7_6_1_5_1_1_6|2023-01-02,H5N1,EPI_ISL_china_19,a/bird/zhejiang/g22/2023,2023-01-02,2023-01,2023,Aves,anseriformes,anatidae,anser cygnoides,aves,FALSE,wild,other,eastern asia,china,chn,36.6848135465548,103.513718494908,zhejiang,cn.zj,29.1745873279179,120.086382279697,Asia / China / Zhejiang / NA / NA,H5N1/2022/R16_Asia,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2023-01-02,cluster001,FALSE
H5N1|2344b|EPI_ISL_8599974|anseriformes|china|2_6_1_1_6_1_1_1|2021-11-15,H5N1,EPI_ISL_8599974,A/black_swan/Eastern_China/11.15_ZJHZ74-Lg/2021,2021-11-15,2021-11,2021,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,zhejiang,cn.zj,29.1745873279179,120.086382279697,NA,NA,2_6_1_1_6_1_1_1,H5N1/2021/R4_Asia,2344b,2021-11-15,cluster001,FALSE
H5N1|2344b|EPI_ISL_8599973|anseriformes|china|1_1_1_1_1_1_1_1|2021-11-03,H5N1,EPI_ISL_8599973,A/whooper_swan/Northern_China/11.03_IMEEDSAK2-O/2021,2021-11-03,2021-11,2021,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,beijing,cn.bj,40.1838367941588,116.40878248942,NA,NA,1_1_1_1_1_1_1_1,H5N1/2021/R3_Europe,2344b,2021-11-03,cluster001,FALSE
H5N1|2344b|EPI_ISL_8599972|anseriformes|china|1_1_1_1_1_1_1_1|2021-11-03,H5N1,EPI_ISL_8599972,A/whooper_swan/Northern_China/11.03_IMEEDSAK1-O/2021,2021-11-03,2021-11,2021,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,beijing,cn.bj,40.1838367941588,116.40878248942,NA,NA,1_1_1_1_1_1_1_1,H5N1/2021/R3_Europe,2344b,2021-11-03,cluster001,FALSE
H5N1|2344b|EPI_ISL_china_23|charadriiformes|china|1_1_1_1_1_1_1_1|2022-07-22,H5N1,EPI_ISL_china_23,a/brown-headed_gull/qinghai/06-zz-c/2022,2022-07-22,2022-07,2022,Aves,charadriiformes,laridae,chroicocephalus brunnicephalus,brown-headed gull,TRUE,wild,charadriiformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,qinghai,cn.qh,35.7553973024078,96.0028538289268,Asia / China / Qinghai / NA / NA,H5N1/2021/R5_Europe,1_1_1_1_1_1_1_1,H5N1/2021/R3_Europe,2344b,2022-07-22,cluster001,FALSE
H5N1|2344b|EPI_ISL_china_24|charadriiformes|china|1_1_1_1_1_1_1_1|2022-07-22,H5N1,EPI_ISL_china_24,a/brown-headed_gull/qinghai/06-zz-n/2022,2022-07-22,2022-07,2022,Aves,charadriiformes,laridae,chroicocephalus brunnicephalus,brown-headed gull,TRUE,wild,charadriiformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,qinghai,cn.qh,35.7553973024078,96.0028538289268,Asia / China / Qinghai / NA / NA,H5N1/2021/R5_Europe,1_1_1_1_1_1_1_1,H5N1/2021/R3_Europe,2344b,2022-07-22,cluster001,FALSE
H5N1|2344b|EPI_ISL_china_25|charadriiformes|china|1_1_1_1_1_1_1_1|2022-07-20,H5N1,EPI_ISL_china_25,a/brown-headed_gull/qinghai/07-zz-x/2022,2022-07-20,2022-07,2022,Aves,charadriiformes,laridae,chroicocephalus brunnicephalus,brown-headed gull,TRUE,wild,charadriiformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,qinghai,cn.qh,35.7553973024078,96.0028538289268,Asia / China / Qinghai / NA / NA,H5N1/2021/R5_Europe,1_1_1_1_1_1_1_1,H5N1/2021/R3_Europe,2344b,2022-07-20,cluster001,FALSE
H5N1|2344b|EPI_ISL_china_26|podicipediformes|china|1_1_1_1_1_1_1_1|2022-07-15,H5N1,EPI_ISL_china_26,a/crested_grebe/qinghai/10-zz-c/2022,2022-07-15,2022-07,2022,Aves,podicipediformes,podicipedidae,podiceps cristatus,great crested grebe,TRUE,wild,other,eastern asia,china,chn,36.6848135465548,103.513718494908,qinghai,cn.qh,35.7553973024078,96.0028538289268,Asia / China / Qinghai / NA / NA,H5N1/2021/R5_Europe,1_1_1_1_1_1_1_1,H5N1/2021/R3_Europe,2344b,2022-07-15,cluster001,FALSE
H5N1|2344b|EPI_ISL_china_27|charadriiformes|china|1_1_1_1_1_1_1_1|2022-07-23,H5N1,EPI_ISL_china_27,a/brown-headed_gull/qinghai/11-zz-x/2022,2022-07-23,2022-07,2022,Aves,charadriiformes,laridae,chroicocephalus brunnicephalus,brown-headed gull,TRUE,wild,charadriiformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,qinghai,cn.qh,35.7553973024078,96.0028538289268,Asia / China / Qinghai / NA / NA,H5N1/2021/R5_Europe,1_1_1_1_1_1_1_1,H5N1/2021/R3_Europe,2344b,2022-07-23,cluster001,FALSE
H5N1|2344b|EPI_ISL_china_28|podicipediformes|china|1_1_1_1_1_1_1_1|2022-07-21,H5N1,EPI_ISL_china_28,a/crested_grebe/qinghai/03-zz-x/2022,2022-07-21,2022-07,2022,Aves,podicipediformes,podicipedidae,podiceps cristatus,great crested grebe,TRUE,wild,other,eastern asia,china,chn,36.6848135465548,103.513718494908,qinghai,cn.qh,35.7553973024078,96.0028538289268,Asia / China / Qinghai / NA / NA,H5N1/2021/R5_Europe,1_1_1_1_1_1_1_1,H5N1/2021/R3_Europe,2344b,2022-07-21,cluster001,FALSE
H5N1|2344b|EPI_ISL_china_29|podicipediformes|china|1_1_1_1_1_1_1_1|2022-07-15,H5N1,EPI_ISL_china_29,a/crested_grebe/qinghai/11-zz-s/2022,2022-07-15,2022-07,2022,Aves,podicipediformes,podicipedidae,podiceps cristatus,great crested grebe,TRUE,wild,other,eastern asia,china,chn,36.6848135465548,103.513718494908,qinghai,cn.qh,35.7553973024078,96.0028538289268,Asia / China / Qinghai / NA / NA,H5N1/2021/R5_Europe,1_1_1_1_1_1_1_1,H5N1/2021/R3_Europe,2344b,2022-07-15,cluster001,FALSE
H5N1|2344b|EPI_ISL_china_30|charadriiformes|china|1_1_1_1_1_1_1_1|2022-07-23,H5N1,EPI_ISL_china_30,a/brown-headed_gull/qinghai/12-zz-n/2022,2022-07-23,2022-07,2022,Aves,charadriiformes,laridae,chroicocephalus brunnicephalus,brown-headed gull,TRUE,wild,charadriiformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,qinghai,cn.qh,35.7553973024078,96.0028538289268,Asia / China / Qinghai / NA / NA,H5N1/2021/R5_Europe,1_1_1_1_1_1_1_1,H5N1/2021/R3_Europe,2344b,2022-07-23,cluster001,FALSE
H5N1|2344b|EPI_ISL_china_31|charadriiformes|china|1_1_1_1_1_1_1_1|2022-06-20,H5N1,EPI_ISL_china_31,a/brown-headed_gull/qinghai/01-sz/2022,2022-06-20,2022-06,2022,Aves,charadriiformes,laridae,chroicocephalus brunnicephalus,brown-headed gull,TRUE,wild,charadriiformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,qinghai,cn.qh,35.7553973024078,96.0028538289268,Asia / China / Qinghai / NA / NA,H5N1/2021/R5_Europe,1_1_1_1_1_1_1_1,H5N1/2021/R3_Europe,2344b,2022-06-20,cluster001,FALSE
H5N1|2344b|EPI_ISL_china_32|anseriformes|china|1_1_6_1_1_1_1_1|2022-06-18,H5N1,EPI_ISL_china_32,a/bar-headed_goose/qinghai/225-2/2022,2022-06-18,2022-06,2022,Aves,anseriformes,anatidae,anser indicus,bar-headed goose,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,qinghai,cn.qh,35.7553973024078,96.0028538289268,Asia / China / Qinghai / NA / NA,NA,1_1_6_1_1_1_1_1,H5N1/2022/R41_Asia,2344b,2022-06-18,cluster001,FALSE
H5N1|2344b|EPI_ISL_china_33|charadriiformes|china|1_1_1_1_1_1_1_1|2022-07-22,H5N1,EPI_ISL_china_33,a/brown-headed_gull/qinghai/03-zz-f/2022,2022-07-22,2022-07,2022,Aves,charadriiformes,laridae,chroicocephalus brunnicephalus,brown-headed gull,TRUE,wild,charadriiformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,qinghai,cn.qh,35.7553973024078,96.0028538289268,Asia / China / Qinghai / NA / NA,H5N1/2021/R5_Europe,1_1_1_1_1_1_1_1,H5N1/2021/R3_Europe,2344b,2022-07-22,cluster001,FALSE
H5N1|2344b|EPI_ISL_china_34|anseriformes|china|1_1_1_1_1_1_1_1|2022-06-18,H5N1,EPI_ISL_china_34,a/bar-headed_goose/qinghai/shk-1/2022,2022-06-18,2022-06,2022,Aves,anseriformes,anatidae,anser indicus,bar-headed goose,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,qinghai,cn.qh,35.7553973024078,96.0028538289268,Asia / China / Qinghai / NA / NA,H5N1/2021/R5_Europe,1_1_1_1_1_1_1_1,H5N1/2021/R3_Europe,2344b,2022-06-18,cluster001,FALSE
H5N1|2344b|EPI_ISL_china_35|anseriformes|china|1_1_1_1_1_1_1_1|2022-06-18,H5N1,EPI_ISL_china_35,a/bar-headed_goose/qinghai/shk-2/2022,2022-06-18,2022-06,2022,Aves,anseriformes,anatidae,anser indicus,bar-headed goose,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,qinghai,cn.qh,35.7553973024078,96.0028538289268,Asia / China / Qinghai / NA / NA,NA,1_1_1_1_1_1_1_1,H5N1/2021/R3_Europe,2344b,2022-06-18,cluster001,FALSE
H5N1|2344b|EPI_ISL_china_36|anseriformes|china|1_1_1_1_1_1_1_1|2022-06-18,H5N1,EPI_ISL_china_36,a/bar-headed_goose/qinghai/shk-3/2022,2022-06-18,2022-06,2022,Aves,anseriformes,anatidae,anser indicus,bar-headed goose,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,qinghai,cn.qh,35.7553973024078,96.0028538289268,Asia / China / Qinghai / NA / NA,NA,1_1_1_1_1_1_1_1,H5N1/2021/R3_Europe,2344b,2022-06-18,cluster001,FALSE
H5N1|2344b|EPI_ISL_china_37|anseriformes|china|1_1_1_1_1_1_1_1|2022-06-18,H5N1,EPI_ISL_china_37,a/bar-headed_goose/qinghai/shk-4/2022,2022-06-18,2022-06,2022,Aves,anseriformes,anatidae,anser indicus,bar-headed goose,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,qinghai,cn.qh,35.7553973024078,96.0028538289268,Asia / China / Qinghai / NA / NA,H5N1/2021/R5_Europe,1_1_1_1_1_1_1_1,H5N1/2021/R3_Europe,2344b,2022-06-18,cluster001,FALSE
H5N1|2344b|EPI_ISL_china_38|anseriformes|china|1_1_1_1_1_1_1_1|2022-06-18,H5N1,EPI_ISL_china_38,a/bar-headed_goose/qinghai/shk-5/2022,2022-06-18,2022-06,2022,Aves,anseriformes,anatidae,anser indicus,bar-headed goose,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,qinghai,cn.qh,35.7553973024078,96.0028538289268,Asia / China / Qinghai / NA / NA,H5N1/2021/R5_Europe,1_1_1_1_1_1_1_1,H5N1/2021/R3_Europe,2344b,2022-06-18,cluster001,FALSE
H5N1|2344b|EPI_ISL_china_39|anseriformes|china|1_1_1_1_1_1_1_1|2022-06-18,H5N1,EPI_ISL_china_39,a/bar-headed_goose/qinghai/shk-6/2022,2022-06-18,2022-06,2022,Aves,anseriformes,anatidae,anser indicus,bar-headed goose,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,qinghai,cn.qh,35.7553973024078,96.0028538289268,Asia / China / Qinghai / NA / NA,H5N1/2021/R5_Europe,1_1_1_1_1_1_1_1,H5N1/2021/R3_Europe,2344b,2022-06-18,cluster001,FALSE
H5N1|2344b|EPI_ISL_china_40|podicipediformes|china|1_1_1_1_1_1_1_1|2022-07-21,H5N1,EPI_ISL_china_40,a/crested_grebe/qinghai/03-zz-s/2022,2022-07-21,2022-07,2022,Aves,podicipediformes,podicipedidae,podiceps cristatus,great crested grebe,TRUE,wild,other,eastern asia,china,chn,36.6848135465548,103.513718494908,qinghai,cn.qh,35.7553973024078,96.0028538289268,Asia / China / Qinghai / NA / NA,H5N1/2021/R5_Europe,1_1_1_1_1_1_1_1,H5N1/2021/R3_Europe,2344b,2022-07-21,cluster001,FALSE
H5N1|2344b|EPI_ISL_china_41|charadriiformes|china|1_1_1_1_1_1_1_1|2022-07-22,H5N1,EPI_ISL_china_41,a/brown-headed_gull/qinghai/05-zz-c/2022,2022-07-22,2022-07,2022,Aves,charadriiformes,laridae,chroicocephalus brunnicephalus,brown-headed gull,TRUE,wild,charadriiformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,qinghai,cn.qh,35.7553973024078,96.0028538289268,Asia / China / Qinghai / NA / NA,H5N1/2021/R5_Europe,1_1_1_1_1_1_1_1,H5N1/2021/R3_Europe,2344b,2022-07-22,cluster001,FALSE
H5N1|2344b|EPI_ISL_china_42|charadriiformes|china|1_1_1_1_1_1_1_1|2022-07-21,H5N1,EPI_ISL_china_42,a/brown-headed_gull/qinghai/01-zz-g/2022,2022-07-21,2022-07,2022,Aves,charadriiformes,laridae,chroicocephalus brunnicephalus,brown-headed gull,TRUE,wild,charadriiformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,qinghai,cn.qh,35.7553973024078,96.0028538289268,Asia / China / Qinghai / NA / NA,H5N1/2021/R5_Europe,1_1_1_1_1_1_1_1,H5N1/2021/R3_Europe,2344b,2022-07-21,cluster001,FALSE
H5N1|2344b|EPI_ISL_china_43|charadriiformes|china|1_1_1_1_1_1_1_1|2022-07-21,H5N1,EPI_ISL_china_43,a/brown-headed_gull/qinghai/02-zz-c/2022,2022-07-21,2022-07,2022,Aves,charadriiformes,laridae,chroicocephalus brunnicephalus,brown-headed gull,TRUE,wild,charadriiformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,qinghai,cn.qh,35.7553973024078,96.0028538289268,Asia / China / Qinghai / NA / NA,H5N1/2021/R5_Europe,1_1_1_1_1_1_1_1,H5N1/2021/R3_Europe,2344b,2022-07-21,cluster001,FALSE
H5N1|2344b|EPI_ISL_china_44|charadriiformes|china|1_1_1_1_1_1_1_1|2022-07-22,H5N1,EPI_ISL_china_44,a/brown-headed_gull/qinghai/02-zz-n/2022,2022-07-22,2022-07,2022,Aves,charadriiformes,laridae,chroicocephalus brunnicephalus,brown-headed gull,TRUE,wild,charadriiformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,qinghai,cn.qh,35.7553973024078,96.0028538289268,Asia / China / Qinghai / NA / NA,H5N1/2021/R5_Europe,1_1_1_1_1_1_1_1,H5N1/2021/R3_Europe,2344b,2022-07-22,cluster001,FALSE
H5N1|2344b|EPI_ISL_china_45|charadriiformes|china|1_1_1_1_1_1_1_1|2022-07-22,H5N1,EPI_ISL_china_45,a/brown-headed_gull/qinghai/05-zz-n/2022,2022-07-22,2022-07,2022,Aves,charadriiformes,laridae,chroicocephalus brunnicephalus,brown-headed gull,TRUE,wild,charadriiformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,qinghai,cn.qh,35.7553973024078,96.0028538289268,Asia / China / Qinghai / NA / NA,H5N1/2021/R5_Europe,1_1_1_1_1_1_1_1,H5N1/2021/R3_Europe,2344b,2022-07-22,cluster001,FALSE
H5N1|2344b|EPI_ISL_china_46|charadriiformes|china|1_1_1_1_1_1_1_1|2022-07-22,H5N1,EPI_ISL_china_46,a/brown-headed_gull/qinghai/06-zz-x/2022,2022-07-22,2022-07,2022,Aves,charadriiformes,laridae,chroicocephalus brunnicephalus,brown-headed gull,TRUE,wild,charadriiformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,qinghai,cn.qh,35.7553973024078,96.0028538289268,Asia / China / Qinghai / NA / NA,H5N1/2021/R5_Europe,1_1_1_1_1_1_1_1,H5N1/2021/R3_Europe,2344b,2022-07-22,cluster001,FALSE
H5N1|2344b|EPI_ISL_china_47|charadriiformes|china|1_1_1_1_1_1_1_1|2022-07-22,H5N1,EPI_ISL_china_47,a/brown-headed_gull/qinghai/06-zz-f/2022,2022-07-22,2022-07,2022,Aves,charadriiformes,laridae,chroicocephalus brunnicephalus,brown-headed gull,TRUE,wild,charadriiformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,qinghai,cn.qh,35.7553973024078,96.0028538289268,Asia / China / Qinghai / NA / NA,H5N1/2021/R5_Europe,1_1_1_1_1_1_1_1,H5N1/2021/R3_Europe,2344b,2022-07-22,cluster001,FALSE
H5N1|2344b|EPI_ISL_china_2023081|anseriformes|china|1_1_1_1_1_1_1_1|2021-11-19,H5N1,EPI_ISL_china_2023081,a/tundra_swan/hubei/hbyg35/2021,2021-11-19,2021-11,2021,Aves,anseriformes,anatidae,cygnus columbianus,tundra swan,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,hubei,cn.hu,30.9806813015582,112.277189482252,Asia / China / Hubei / NA / NA,H5N1/2021/R5_Europe,1_1_1_1_1_1_1_1,H5N1/2021/R3_Europe,2344b,2021-11-19,cluster001,FALSE
H5N1|2344b|EPI_ISL_china_2023082|anseriformes|china|1_1_1_1_1_1_1_1|2021-11-04,H5N1,EPI_ISL_china_2023082,a/tundra_swan/hubei/hbq9/2021,2021-11-04,2021-11,2021,Aves,anseriformes,anatidae,cygnus columbianus,tundra swan,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,hubei,cn.hu,30.9806813015582,112.277189482252,Asia / China / Hubei / NA / NA,H5N1/2021/R5_Europe,1_1_1_1_1_1_1_1,H5N1/2021/R3_Europe,2344b,2021-11-04,cluster001,FALSE
H5N1|2344b|EPI_ISL_china_2023083|anseriformes|china|1_1_1_1_1_1_1_1|2021-11-04,H5N1,EPI_ISL_china_2023083,a/tundra_swan/hubei/hbq8/2021,2021-11-04,2021-11,2021,Aves,anseriformes,anatidae,cygnus columbianus,tundra swan,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,hubei,cn.hu,30.9806813015582,112.277189482252,Asia / China / Hubei / NA / NA,H5N1/2021/R5_Europe,1_1_1_1_1_1_1_1,H5N1/2021/R3_Europe,2344b,2021-11-04,cluster001,FALSE
H5N1|2344b|EPI_ISL_china_2023084|anseriformes|china|1_1_1_1_1_1_1_1|2021-11-04,H5N1,EPI_ISL_china_2023084,a/tundra_swan/hubei/hbq6/2021,2021-11-04,2021-11,2021,Aves,anseriformes,anatidae,cygnus columbianus,tundra swan,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,hubei,cn.hu,30.9806813015582,112.277189482252,Asia / China / Hubei / NA / NA,H5N1/2021/R5_Europe,1_1_1_1_1_1_1_1,H5N1/2021/R3_Europe,2344b,2021-11-04,cluster001,FALSE
H5N1|2344b|EPI_ISL_china_2023085|anseriformes|china|1_1_1_1_1_1_1_1|2021-11-04,H5N1,EPI_ISL_china_2023085,a/tundra_swan/hubei/hbq4/2021,2021-11-04,2021-11,2021,Aves,anseriformes,anatidae,cygnus columbianus,tundra swan,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,hubei,cn.hu,30.9806813015582,112.277189482252,Asia / China / Hubei / NA / NA,H5N1/2021/R5_Europe,1_1_1_1_1_1_1_1,H5N1/2021/R3_Europe,2344b,2021-11-04,cluster001,FALSE
H5N1|2344b|EPI_ISL_china_2023086|anseriformes|china|2_6_1_1_6_1_1_1|2021-11-18,H5N1,EPI_ISL_china_2023086,a/bean_goose/hubei/hbq3/2021,2021-11-18,2021-11,2021,Aves,anseriformes,anatidae,anser fabalis/serrirostris,taiga/tundra bean-goose,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,hubei,cn.hu,30.9806813015582,112.277189482252,Asia / China / Hubei / NA / NA,H5N1/2021/R4_Asia,2_6_1_1_6_1_1_1,H5N1/2021/R4_Asia,2344b,2021-11-18,cluster001,FALSE
H5N1|2344b|EPI_ISL_china_2023087|anseriformes|china|1_1_1_1_1_1_1_1|2021-11-20,H5N1,EPI_ISL_china_2023087,a/tundra_swan/hubei/hbq2/2021,2021-11-20,2021-11,2021,Aves,anseriformes,anatidae,cygnus columbianus,tundra swan,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,hubei,cn.hu,30.9806813015582,112.277189482252,Asia / China / Hubei / NA / NA,H5N1/2020/R2_Europe,1_1_1_1_1_1_1_1,H5N1/2021/R3_Europe,2344b,2021-11-20,cluster001,FALSE
H5N1|2344b|EPI_ISL_china_2023088|anseriformes|china|1_1_1_1_1_1_1_1|2021-11-28,H5N1,EPI_ISL_china_2023088,a/tundra_swan/hubei/hbq1/2021,2021-11-28,2021-11,2021,Aves,anseriformes,anatidae,cygnus columbianus,tundra swan,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,hubei,cn.hu,30.9806813015582,112.277189482252,Asia / China / Hubei / NA / NA,H5N1/2021/R5_Europe,1_1_1_1_1_1_1_1,H5N1/2021/R3_Europe,2344b,2021-11-28,cluster001,FALSE
H5N1|2344b|EPI_ISL_china_2023089|anseriformes|china|2_6_1_1_6_1_1_1|2021-11-18,H5N1,EPI_ISL_china_2023089,a/bean_goose/hubei/hbyg32/2021,2021-11-18,2021-11,2021,Aves,anseriformes,anatidae,anser fabalis/serrirostris,taiga/tundra bean-goose,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,hubei,cn.hu,30.9806813015582,112.277189482252,Asia / China / Hubei / NA / NA,H5N1/2021/R4_Asia,2_6_1_1_6_1_1_1,H5N1/2021/R4_Asia,2344b,2021-11-18,cluster001,FALSE
H5N1|2344b|EPI_ISL_china_20230810|anseriformes|china|1_1_1_1_1_1_1_1|2021-11-18,H5N1,EPI_ISL_china_20230810,a/common_teal/hubei/hbyg30/2021,2021-11-18,2021-11,2021,Aves,anseriformes,anatidae,anas crecca,green-winged teal,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,hubei,cn.hu,30.9806813015582,112.277189482252,Asia / China / Hubei / NA / NA,H5N1/2021/R5_Europe,1_1_1_1_1_1_1_1,H5N1/2021/R3_Europe,2344b,2021-11-18,cluster001,FALSE
H5N1|2344b|EPI_ISL_china_20230811|anseriformes|china|1_1_1_1_1_1_1_1|2021-11-18,H5N1,EPI_ISL_china_20230811,a/tundra_swan/hubei/hbyg28/2021,2021-11-18,2021-11,2021,Aves,anseriformes,anatidae,cygnus columbianus,tundra swan,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,hubei,cn.hu,30.9806813015582,112.277189482252,Asia / China / Hubei / NA / NA,H5N1/2021/R5_Europe,1_1_1_1_1_1_1_1,H5N1/2021/R3_Europe,2344b,2021-11-18,cluster001,FALSE
H5N1|2344b|EPI_ISL_china_20230812|anseriformes|china|1_1_1_1_1_1_1_1|2021-11-16,H5N1,EPI_ISL_china_20230812,a/tundra_swan/hubei/hbyg27/2021,2021-11-16,2021-11,2021,Aves,anseriformes,anatidae,cygnus columbianus,tundra swan,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,hubei,cn.hu,30.9806813015582,112.277189482252,Asia / China / Hubei / NA / NA,H5N1/2021/R5_Europe,1_1_1_1_1_1_1_1,H5N1/2021/R3_Europe,2344b,2021-11-16,cluster001,FALSE
H5N1|2344b|EPI_ISL_china_20230813|anseriformes|china|1_1_1_1_1_1_1_1|2021-11-16,H5N1,EPI_ISL_china_20230813,a/tundra_swan/hubei/hbyg24/2021,2021-11-16,2021-11,2021,Aves,anseriformes,anatidae,cygnus columbianus,tundra swan,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,hubei,cn.hu,30.9806813015582,112.277189482252,Asia / China / Hubei / NA / NA,H5N1/2021/R5_Europe,1_1_1_1_1_1_1_1,H5N1/2021/R3_Europe,2344b,2021-11-16,cluster001,FALSE
H5N1|2344b|EPI_ISL_china_20230814|anseriformes|china|1_1_1_1_1_1_1_1|2021-11-16,H5N1,EPI_ISL_china_20230814,a/tundra_swan/hubei/hbyg23/2021,2021-11-16,2021-11,2021,Aves,anseriformes,anatidae,cygnus columbianus,tundra swan,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,hubei,cn.hu,30.9806813015582,112.277189482252,Asia / China / Hubei / NA / NA,H5N1/2021/R5_Europe,1_1_1_1_1_1_1_1,H5N1/2021/R3_Europe,2344b,2021-11-16,cluster001,FALSE
H5N1|2344b|EPI_ISL_china_20230815|anseriformes|china|1_1_1_1_1_1_1_1|2021-11-16,H5N1,EPI_ISL_china_20230815,a/tundra_swan/hubei/hbyg22/2021,2021-11-16,2021-11,2021,Aves,anseriformes,anatidae,cygnus columbianus,tundra swan,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,hubei,cn.hu,30.9806813015582,112.277189482252,Asia / China / Hubei / NA / NA,H5N1/2021/R5_Europe,1_1_1_1_1_1_1_1,H5N1/2021/R3_Europe,2344b,2021-11-16,cluster001,FALSE
H5N1|2344b|EPI_ISL_china_20230816|anseriformes|china|1_1_1_1_1_1_1_1|2021-11-16,H5N1,EPI_ISL_china_20230816,a/tundra_swan/hubei/hbyg18/2021,2021-11-16,2021-11,2021,Aves,anseriformes,anatidae,cygnus columbianus,tundra swan,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,hubei,cn.hu,30.9806813015582,112.277189482252,Asia / China / Hubei / NA / NA,H5N1/2021/R5_Europe,1_1_1_1_1_1_1_1,H5N1/2021/R3_Europe,2344b,2021-11-16,cluster001,FALSE
