isolate_id,isolate_name,subtype,location,host,date,domestic_status,clade,date_complete,date_frac,date_year,date_year_month,date_yday,date_year_week,location_1,location_2,location_3,location_4,location_5,location_n,location_c1,location_c2,host_meta,host_order,domestic_wild,host_class,cluster_pb2,cluster_pb1,cluster_pa,cluster_ha,cluster_np,cluster_na,cluster_mp,cluster_ns,cluster_profile,profile_lab,cluster_genome
EPI_ISL_17777527,A/gull/Peru/LIM-INS-006/2023,H5N1,South America / Peru / Departamento de Lima / Lima,gull,16/03/2023,,2.3.4.4b,TRUE,2023.203,2023,2023-03,75,2023.11,South America,Peru,Departamento de Lima,Lima,,peru,peru,peru,larosterna_inca,Charadriiformes,wild,Charadriiformes,5,3,1,1,2,1,1,4,5_3_1_1_2_1_1_4,H5N1/2022/R8_NAmerica,9
EPI_ISL_17777528,A/peruvian_booby/Peru/CAL-INS-007/2023,H5N1,South America / Peru / Provincia Constitucional del Callao / Callao,peruvian_booby,17/03/2023,,2.3.4.4b,TRUE,2023.205,2023,2023-03,76,2023.11,South America,Peru,Provincia Constitucional del Callao,Callao,,peru,peru,peru,other_avian,Suliformes,wild,Avian other,5,3,1,1,2,1,1,4,5_3_1_1_2_1_1_4,H5N1/2022/R8_NAmerica,9
EPI_ISL_17777529,A/peruvian_booby/Peru/CAL-INS-008/2023,H5N1,South America / Peru / Provincia Constitucional del Callao / Callao,peruvian_booby,17/03/2023,,2.3.4.4b,TRUE,2023.205,2023,2023-03,76,2023.11,South America,Peru,Provincia Constitucional del Callao,Callao,,peru,peru,peru,other_avian,Suliformes,wild,Avian other,5,3,1,1,2,1,1,4,5_3_1_1_2_1_1_4,H5N1/2022/R8_NAmerica,9
EPI_ISL_17777530,A/guanay_cormorant/Peru/CAL-INS-009/2023,H5N1,South America / Peru / Provincia Constitucional del Callao / Callao,guanay_cormorant,17/03/2023,,2.3.4.4b,TRUE,2023.205,2023,2023-03,76,2023.11,South America,Peru,Provincia Constitucional del Callao,Callao,,peru,peru,peru,other_avian,Suliformes,wild,Avian other,5,3,1,1,2,1,1,4,5_3_1_1_2_1_1_4,H5N1/2022/R8_NAmerica,9
EPI_ISL_17777532,A/sea_lion/Peru/TAC-INS-011/2023,H5N1,South America / Peru / Departamento de Tacna,sea_lion,07/03/2023,,2.3.4.4b,TRUE,2023.178,2023,2023-03,66,2023.1,South America,Peru,Departamento de Tacna,,,peru,peru,peru,other_mammals,Mammal,wild,Mammal,5,3,1,1,2,1,1,4,5_3_1_1_2_1_1_4,H5N1/2022/R8_NAmerica,9
EPI_ISL_17785725,A/Chicken/Austria/21146859-002/2021,H5N1,Europe / Austria / Lower Austria / Bruck-Leitha,chicken,25/11/2021,,2.3.4.4b,TRUE,2021.899,2021,2021-11,329,2021.48,Europe,Austria,Lower Austria,Bruck-Leitha,,austria,austria,austria,chicken,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_17785726,A/swan/Austria/22004012-001/2022,H5N1,Europe / Austria / Carinthia / Klagenfurt,swan,14/01/2022,,2.3.4.4b,TRUE,2022.036,2022,2022-01,14,2022.3,Europe,Austria,Carinthia,Klagenfurt,,austria,austria,austria,swan,Anseriformes,wild,Anseriformes wild,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_17785727,A/laying_hen/Austria/22005859-001/2022,H5N1,Europe / Austria / Bundesland Oberosterreich / Rohrbach,laying_hen,19/01/2022,,2.3.4.4b,TRUE,2022.049,2022,2022-01,19,2022.3,Europe,Austria,Bundesland Oberosterreich,Rohrbach,,austria,austria,austria,chicken,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_17785728,A/swan/Austria/22046299-002/2022,H5N1,Europe / Austria / Bundesland Oberosterreich / Sch?rding,swan,13/04/2022,,2.3.4.4b,TRUE,2022.279,2022,2022-04,103,2022.15,Europe,Austria,Bundesland Oberosterreich,Sch?rding,?rding,austria,austria,austria,swan,Anseriformes,wild,Anseriformes wild,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_17785729,A/mute swan/Austria/21154984-002/2021,H5N1,Europe / Austria / Lower Austria / Krems,mute_swan,14/12/2021,,2.3.4.4b,TRUE,2021.951,2021,2021-12,348,2021.5,Europe,Austria,Lower Austria,Krems,,austria,austria,austria,swan,Anseriformes,wild,Anseriformes wild,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_17785730,A/mute swan/Austria/21155360-001/2021,H5N1,Europe / Austria / Bundesland Wien / Bundesland Wien,mute_swan,15/12/2021,,2.3.4.4b,TRUE,2021.953,2021,2021-12,349,2021.5,Europe,Austria,Bundesland Wien,Bundesland Wien,,austria,austria,austria,swan,Anseriformes,wild,Anseriformes wild,1,1,2,1,1,1,1,57,1_1_2_1_1_1_1_57,NA,3
EPI_ISL_17785731,A/mute swan/Austria/22000062-001/2022,H5N1,Europe / Austria / Bundesland Steiermark / Hartberg,mute_swan,03/01/2022,,2.3.4.4b,TRUE,2022.005,2022,2022-01,3,2022.1,Europe,Austria,Bundesland Steiermark,Hartberg,,austria,austria,austria,swan,Anseriformes,wild,Anseriformes wild,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_17785732,A/mute swan/Austria/22007848-001/2022,H5N1,Europe / Austria / Bundesland Steiermark / Leibnitz,mute_swan,24/01/2022,,2.3.4.4b,TRUE,2022.063,2022,2022-01,24,2022.4,Europe,Austria,Bundesland Steiermark,Leibnitz,,austria,austria,austria,swan,Anseriformes,wild,Anseriformes wild,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_17785733,A/swan/Austria/22030844-004/2022,H5N1,Europe / Austria / Bundesland Oberosterreich / Schaerding,swan,11/03/2022,,2.3.4.4b,TRUE,2022.189,2022,2022-03,70,2022.11,Europe,Austria,Bundesland Oberosterreich,Schaerding,,austria,austria,austria,swan,Anseriformes,wild,Anseriformes wild,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_17805814,A/environment/Japan/KU-6e/2020,H5N8,Asia / Japan,environment,21/12/2020,,2.3.4.4b,TRUE,2020.97,2020,2020-12,356,2020.51,Asia,Japan,,,,japan,japan,japan,other_environment,environment,NA,environment,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10
EPI_ISL_17805816,A/environment/Japan/KU-6d/2020,H5N8,Asia / Japan,environment,07/12/2020,,2.3.4.4b,TRUE,2020.932,2020,2020-12,342,2020.49,Asia,Japan,,,,japan,japan,japan,other_environment,environment,NA,environment,6,26,5,2,1,3,1,2,6_26_5_2_1_3_1_2,NA,10
EPI_ISL_17805820,A/avian/Japan/KU-108/2021,H5N8,Asia / Japan,avian,05/02/2021,,2.3.4.4b,TRUE,2021.096,2021,2021-02,36,2021.6,Asia,Japan,,,,japan,japan,japan,other_avian,unknown avian,wild,Avian other,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10
EPI_ISL_17805822,A/avian/Japan/KU-100/2021,H5N8,Asia / Japan,avian,01/02/2021,,2.3.4.4b,TRUE,2021.085,2021,2021-02,32,2021.5,Asia,Japan,,,,japan,japan,japan,other_avian,unknown avian,wild,Avian other,9,1,5,2,1,3,1,2,9_1_5_2_1_3_1_2,H5N8/2020/R3_Asia,16
EPI_ISL_17805824,A/environment/Japan/KU-3b/2020,H5N8,Asia / Japan,environment,07/12/2020,,2.3.4.4b,TRUE,2020.932,2020,2020-12,342,2020.49,Asia,Japan,,,,japan,japan,japan,other_environment,environment,NA,environment,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10
EPI_ISL_17805826,A/environment/Japan/KU-G10/2020,H5N8,Asia / Japan,environment,30/11/2020,,2.3.4.4b,TRUE,2020.913,2020,2020-11,335,2020.48,Asia,Japan,,,,japan,japan,japan,other_environment,environment,NA,environment,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10
EPI_ISL_17805828,A/environment/Japan/KU-G12/2020,H5N8,Asia / Japan,environment,07/12/2020,,2.3.4.4b,TRUE,2020.932,2020,2020-12,342,2020.49,Asia,Japan,,,,japan,japan,japan,other_environment,environment,NA,environment,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10
EPI_ISL_17805837,A/environment/Japan/KU-H7/2020,H5N8,Asia / Japan,environment,16/11/2020,,2.3.4.4b,TRUE,2020.874,2020,2020-11,321,2020.46,Asia,Japan,,,,japan,japan,japan,other_environment,environment,NA,environment,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10
EPI_ISL_17805839,A/environment/Japan/KU-H8/2020,H5N8,Asia / Japan,environment,16/11/2020,,2.3.4.4b,TRUE,2020.874,2020,2020-11,321,2020.46,Asia,Japan,,,,japan,japan,japan,other_environment,environment,NA,environment,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10
EPI_ISL_17805841,A/environment/Japan/KU-I10/2020,H5N8,Asia / Japan,environment,30/11/2020,,2.3.4.4b,TRUE,2020.913,2020,2020-11,335,2020.48,Asia,Japan,,,,japan,japan,japan,other_environment,environment,NA,environment,6,16,5,2,1,3,1,2,6_16_5_2_1_3_1_2,NA,10
EPI_ISL_17805844,A/environment/Japan/KU-G18/2020,H5N8,Asia / Japan,environment,21/12/2020,,2.3.4.4b,TRUE,2020.97,2020,2020-12,356,2020.51,Asia,Japan,,,,japan,japan,japan,other_environment,environment,NA,environment,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10
EPI_ISL_17805845,A/environment/Japan/KU-H14/2020,H5N8,Asia / Japan,environment,21/12/2020,,2.3.4.4b,TRUE,2020.97,2020,2020-12,356,2020.51,Asia,Japan,,,,japan,japan,japan,other_environment,environment,NA,environment,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10
EPI_ISL_17805848,A/environment/Japan/KU-G1/2020,H5N8,Asia / Japan,environment,09/11/2020,,2.3.4.4b,TRUE,2020.855,2020,2020-11,314,2020.45,Asia,Japan,,,,japan,japan,japan,other_environment,environment,NA,environment,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10
EPI_ISL_17805849,A/environment/Japan/KU-I9/2020,H5N8,Asia / Japan,environment,30/11/2020,,2.3.4.4b,TRUE,2020.913,2020,2020-11,335,2020.48,Asia,Japan,,,,japan,japan,japan,other_environment,environment,NA,environment,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10
EPI_ISL_17805853,A/environment/Japan/KU-J1/2020,H5N8,Asia / Japan,environment,09/11/2020,,2.3.4.4b,TRUE,2020.855,2020,2020-11,314,2020.45,Asia,Japan,,,,japan,japan,japan,other_environment,environment,NA,environment,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10
EPI_ISL_17805857,A/environment/Japan/KU-J3/2020,H5N8,Asia / Japan,environment,09/11/2020,,2.3.4.4b,TRUE,2020.855,2020,2020-11,314,2020.45,Asia,Japan,,,,japan,japan,japan,other_environment,environment,NA,environment,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10
EPI_ISL_17805860,A/environment/Japan/KU-D5/2020,H5N8,Asia / Japan,environment,16/11/2020,,2.3.4.4b,TRUE,2020.874,2020,2020-11,321,2020.46,Asia,Japan,,,,japan,japan,japan,other_environment,environment,NA,environment,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10
EPI_ISL_17805861,A/environment/Japan/KU-J5/2020,H5N8,Asia / Japan,environment,23/11/2020,,2.3.4.4b,TRUE,2020.893,2020,2020-11,328,2020.47,Asia,Japan,,,,japan,japan,japan,other_environment,environment,NA,environment,6,1,37,2,1,3,1,2,6_1_37_2_1_3_1_2,NA,10
EPI_ISL_17805866,A/environment/Japan/KU-H6/2020,H5N8,Asia / Japan,environment,16/11/2020,,2.3.4.4b,TRUE,2020.874,2020,2020-11,321,2020.46,Asia,Japan,,,,japan,japan,japan,other_environment,environment,NA,environment,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10
EPI_ISL_17805868,A/environment/Japan/KU-C8/2020,H5N8,Asia / Japan,environment,30/11/2020,,2.3.4.4b,TRUE,2020.913,2020,2020-11,335,2020.48,Asia,Japan,,,,japan,japan,japan,other_environment,environment,NA,environment,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10
EPI_ISL_17805870,A/environment/Japan/KU-G11/2020,H5N8,Asia / Japan,environment,30/11/2020,,2.3.4.4b,TRUE,2020.913,2020,2020-11,335,2020.48,Asia,Japan,,,,japan,japan,japan,other_environment,environment,NA,environment,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10
EPI_ISL_17805873,A/environment/Japan/KU-C7/2020,H5N8,Asia / Japan,environment,30/11/2020,,2.3.4.4b,TRUE,2020.913,2020,2020-11,335,2020.48,Asia,Japan,,,,japan,japan,japan,other_environment,environment,NA,environment,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10
EPI_ISL_17805874,A/environment/Japan/KU-J8/2020,H5N8,Asia / Japan,environment,07/12/2020,,2.3.4.4b,TRUE,2020.932,2020,2020-12,342,2020.49,Asia,Japan,,,,japan,japan,japan,other_environment,environment,NA,environment,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10
EPI_ISL_17805877,A/environment/Japan/KU-C5/2020,H5N8,Asia / Japan,environment,30/11/2020,,2.3.4.4b,TRUE,2020.913,2020,2020-11,335,2020.48,Asia,Japan,,,,japan,japan,japan,other_environment,environment,NA,environment,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10
EPI_ISL_17805882,A/avian/Japan/KU-105/2021,H5N8,Asia / Japan,avian,03/02/2021,,2.3.4.4b,TRUE,2021.09,2021,2021-02,34,2021.5,Asia,Japan,,,,japan,japan,japan,other_avian,unknown avian,wild,Avian other,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10
EPI_ISL_17805886,A/avian/Japan/KU-106/2021,H5N8,Asia / Japan,avian,05/02/2021,,2.3.4.4b,TRUE,2021.096,2021,2021-02,36,2021.6,Asia,Japan,,,,japan,japan,japan,other_avian,unknown avian,wild,Avian other,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10
EPI_ISL_17805890,A/avian/Japan/KU-107/2021,H5N8,Asia / Japan,avian,05/02/2021,,2.3.4.4b,TRUE,2021.096,2021,2021-02,36,2021.6,Asia,Japan,,,,japan,japan,japan,other_avian,unknown avian,wild,Avian other,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10
EPI_ISL_17805894,A/environment/Japan/KU-H10/2020,H5N8,Asia / Japan,environment,07/12/2020,,2.3.4.4b,TRUE,2020.932,2020,2020-12,342,2020.49,Asia,Japan,,,,japan,japan,japan,other_environment,environment,NA,environment,6,16,5,2,1,3,1,2,6_16_5_2_1_3_1_2,NA,10
EPI_ISL_17805898,A/environment/Japan/KU-G7/2020,H5N8,Asia / Japan,environment,23/11/2020,,2.3.4.4b,TRUE,2020.893,2020,2020-11,328,2020.47,Asia,Japan,,,,japan,japan,japan,other_environment,environment,NA,environment,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10
EPI_ISL_17805901,A/avian/Japan/KU-50/2020,H5N8,Asia / Japan,avian,18/12/2020,,2.3.4.4b,TRUE,2020.962,2020,2020-12,353,2020.51,Asia,Japan,,,,japan,japan,japan,other_avian,unknown avian,wild,Avian other,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10
EPI_ISL_17805905,A/duck/Japan/KU-d89/2021,H5N8,Asia / Japan,duck,16/01/2021,,2.3.4.4b,TRUE,2021.041,2021,2021-01,16,2021.3,Asia,Japan,,,,japan,japan,japan,duck,Anseriformes,domestic,Anseriformes domestic,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1
EPI_ISL_17805910,A/environment/Japan/KU-G2/2020,H5N8,Asia / Japan,environment,09/11/2020,,2.3.4.4b,TRUE,2020.855,2020,2020-11,314,2020.45,Asia,Japan,,,,japan,japan,japan,other_environment,environment,NA,environment,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10
EPI_ISL_17805914,A/environment/Japan/KU-G19/2020,H5N8,Asia / Japan,environment,21/12/2020,,2.3.4.4b,TRUE,2020.97,2020,2020-12,356,2020.51,Asia,Japan,,,,japan,japan,japan,other_environment,environment,NA,environment,43,1,5,2,1,3,1,2,43_1_5_2_1_3_1_2,NA,10
EPI_ISL_17805918,A/environment/Japan/KU-J7/2020,H5N8,Asia / Japan,environment,30/11/2020,,2.3.4.4b,TRUE,2020.913,2020,2020-11,335,2020.48,Asia,Japan,,,,japan,japan,japan,other_environment,environment,NA,environment,6,25,52,2,1,3,1,2,6_25_52_2_1_3_1_2,NA,10
EPI_ISL_17805922,A/environment/Japan/KU-H5/2020,H5N8,Asia / Japan,environment,16/11/2020,,2.3.4.4b,TRUE,2020.874,2020,2020-11,321,2020.46,Asia,Japan,,,,japan,japan,japan,other_environment,environment,NA,environment,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10
EPI_ISL_17805986,A/chicken/Peru/AIS0546/2022,H5N1,South America / Peru,chicken,18/12/2022,,2.3.4.4b,TRUE,2022.962,2022,2022-12,352,2022.51,South America,Peru,,,,peru,peru,peru,chicken,Galliformes,domestic,Galliformes,5,3,1,1,2,1,1,4,5_3_1_1_2_1_1_4,H5N1/2022/R8_NAmerica,9
EPI_ISL_17805987,A/chicken/Peru/AIS0539/2022,H5N1,South America / Peru,chicken,18/11/2022,,2.3.4.4b,TRUE,2022.879,2022,2022-11,322,2022.47,South America,Peru,,,,peru,peru,peru,chicken,Galliformes,domestic,Galliformes,5,3,1,1,2,1,1,4,5_3_1_1_2_1_1_4,H5N1/2022/R8_NAmerica,9
EPI_ISL_17805988,A/chicken/Peru/AIS0540/2022,H5N1,South America / Peru,chicken,28/11/2022,,2.3.4.4b,TRUE,2022.907,2022,2022-11,332,2022.48,South America,Peru,,,,peru,peru,peru,chicken,Galliformes,domestic,Galliformes,5,3,1,1,2,1,1,4,5_3_1_1_2_1_1_4,H5N1/2022/R8_NAmerica,9
EPI_ISL_17805989,A/chicken/Peru/AIS0542/2022,H5N1,South America / Peru,chicken,01/12/2022,,2.3.4.4b,TRUE,2022.915,2022,2022-12,335,2022.48,South America,Peru,,,,peru,peru,peru,chicken,Galliformes,domestic,Galliformes,5,3,1,1,2,1,1,4,5_3_1_1_2_1_1_4,H5N1/2022/R8_NAmerica,9
EPI_ISL_17805990,A/chicken/Peru/AIS0543/2022,H5N1,South America / Peru,chicken,01/12/2022,,2.3.4.4b,TRUE,2022.915,2022,2022-12,335,2022.48,South America,Peru,,,,peru,peru,peru,chicken,Galliformes,domestic,Galliformes,5,3,1,1,2,1,1,4,5_3_1_1_2_1_1_4,H5N1/2022/R8_NAmerica,9
EPI_ISL_17805991,A/chicken/Peru/AIS0544/2022,H5N1,South America / Peru,chicken,03/12/2022,,2.3.4.4b,TRUE,2022.921,2022,2022-12,337,2022.49,South America,Peru,,,,peru,peru,peru,chicken,Galliformes,domestic,Galliformes,5,3,1,1,2,1,1,4,5_3_1_1_2_1_1_4,H5N1/2022/R8_NAmerica,9
EPI_ISL_17805994,A/chicken/Peru/AIS0548/2022,H5N1,South America / Peru,chicken,22/12/2022,,2.3.4.4b,TRUE,2022.973,2022,2022-12,356,2022.51,South America,Peru,,,,peru,peru,peru,chicken,Galliformes,domestic,Galliformes,5,3,1,1,2,1,1,4,5_3_1_1_2_1_1_4,H5N1/2022/R8_NAmerica,9
EPI_ISL_17805995,A/chicken/Peru/AIS0550/2022,H5N1,South America / Peru,chicken,12/12/2022,,2.3.4.4b,TRUE,2022.945,2022,2022-12,346,2022.5,South America,Peru,,,,peru,peru,peru,chicken,Galliformes,domestic,Galliformes,5,3,1,1,2,1,1,4,5_3_1_1_2_1_1_4,H5N1/2022/R8_NAmerica,9
EPI_ISL_17805996,A/chicken/Peru/AIS0549/2022,H5N1,South America / Peru,chicken,22/12/2022,,2.3.4.4b,TRUE,2022.973,2022,2022-12,356,2022.51,South America,Peru,,,,peru,peru,peru,chicken,Galliformes,domestic,Galliformes,5,3,1,1,2,1,1,4,5_3_1_1_2_1_1_4,H5N1/2022/R8_NAmerica,9
EPI_ISL_17805997,A/avian/Peru/AISA0446/2022,H5N1,South America / Peru,avian,22/11/2022,,2.3.4.4b,TRUE,2022.89,2022,2022-11,326,2022.47,South America,Peru,,,,peru,peru,peru,other_avian,unknown avian,wild,Avian other,5,3,1,1,2,1,1,4,5_3_1_1_2_1_1_4,H5N1/2022/R8_NAmerica,9
EPI_ISL_17805999,A/lion/Peru/AIS0554/2023,H5N1,South America / Peru,lion,08/02/2023,,2.3.4.4b,TRUE,2023.104,2023,2023-02,39,2023.6,South America,Peru,,,,peru,peru,peru,feline,Mammal,wild,Mammal,5,3,1,1,2,1,1,4,5_3_1_1_2_1_1_4,H5N1/2022/R8_NAmerica,9
EPI_ISL_17806000,A/pelican/Peru/AIS0538/2022,H5N1,South America / Peru,pelican,10/11/2022,,2.3.4.4b,TRUE,2022.858,2022,2022-11,314,2022.45,South America,Peru,,,,peru,peru,peru,other_avian,Pelecaniformes,wild,Avian other,5,3,1,1,2,1,1,4,5_3_1_1_2_1_1_4,H5N1/2022/R8_NAmerica,9
EPI_ISL_17806001,A/chicken/Peru/AIS0551/2022,H5N1,South America / Peru,chicken,12/12/2022,,2.3.4.4b,TRUE,2022.945,2022,2022-12,346,2022.5,South America,Peru,,,,peru,peru,peru,chicken,Galliformes,domestic,Galliformes,5,3,1,1,2,1,1,4,5_3_1_1_2_1_1_4,H5N1/2022/R8_NAmerica,9
EPI_ISL_17806003,A/pelican/Peru/AISA0464/2022,H5N1,South America / Peru,pelican,22/11/2022,,2.3.4.4b,TRUE,2022.89,2022,2022-11,326,2022.47,South America,Peru,,,,peru,peru,peru,other_avian,Pelecaniformes,wild,Avian other,5,3,1,1,2,1,1,4,5_3_1_1_2_1_1_4,H5N1/2022/R8_NAmerica,9
EPI_ISL_17809474,A/Muscovy duck/Vietnam/HN6692/2020,H5N6,Asia / Vietnam / Thu Do Ha Noi / Thuong Tin,muscovy_duck,04/11/2020,,2.3.4.4h,TRUE,2020.842,2020,2020-11,309,2020.45,Asia,Vietnam,Thu Do Ha Noi,Thuong Tin,,vietnam,vietnam,vietnam,cairina_moschata,Anseriformes,domestic,Anseriformes domestic,1,7,11,4,4,6,2,5,1_7_11_4_4_6_2_5,H5N6/2020/R4_Asia,33
EPI_ISL_17809475,A/Muscovy duck/Vietnam/HN6881/2021,H5N6,Asia / Vietnam / Thu Do Ha Noi / Gia Lam,muscovy_duck,29/01/2021,,2.3.4.4h,TRUE,2021.077,2021,2021-01,29,2021.5,Asia,Vietnam,Thu Do Ha Noi,Gia Lam,,vietnam,vietnam,vietnam,cairina_moschata,Anseriformes,domestic,Anseriformes domestic,15,10,7,8,9,10,6,9,15_10_7_8_9_10_6_9,H5N6/2020/R7_Asia,59
EPI_ISL_17809476,A/Muscovy duck/Vietnam/HN6884/2021,H5N6,Asia / Vietnam / Thu Do Ha Noi / Gia Lam,muscovy_duck,29/01/2021,,2.3.4.4h,TRUE,2021.077,2021,2021-01,29,2021.5,Asia,Vietnam,Thu Do Ha Noi,Gia Lam,,vietnam,vietnam,vietnam,cairina_moschata,Anseriformes,domestic,Anseriformes domestic,15,10,7,8,9,10,6,9,15_10_7_8_9_10_6_9,H5N6/2020/R7_Asia,59
EPI_ISL_17809477,A/Muscovy duck/Vietnam/HN6890/2021,H5N6,Asia / Vietnam / Thu Do Ha Noi / Gia Lam,muscovy_duck,29/01/2021,,2.3.4.4h,TRUE,2021.077,2021,2021-01,29,2021.5,Asia,Vietnam,Thu Do Ha Noi,Gia Lam,,vietnam,vietnam,vietnam,cairina_moschata,Anseriformes,domestic,Anseriformes domestic,15,10,7,8,9,10,6,9,15_10_7_8_9_10_6_9,H5N6/2020/R7_Asia,59
EPI_ISL_17809478,A/duck/Vietnam/HN6893/2021,H5N6,Asia / Vietnam / Thu Do Ha Noi / Gia Lam,duck,29/01/2021,,2.3.4.4h,TRUE,2021.077,2021,2021-01,29,2021.5,Asia,Vietnam,Thu Do Ha Noi,Gia Lam,,vietnam,vietnam,vietnam,anas_sp.,Anseriformes,domestic,Anseriformes domestic,15,10,7,8,9,10,6,9,15_10_7_8_9_10_6_9,H5N6/2020/R7_Asia,59
EPI_ISL_17809479,A/duck/Vietnam/HN6894/2021,H5N6,Asia / Vietnam / Thu Do Ha Noi / Gia Lam,duck,29/01/2021,,2.3.4.4h,TRUE,2021.077,2021,2021-01,29,2021.5,Asia,Vietnam,Thu Do Ha Noi,Gia Lam,,vietnam,vietnam,vietnam,anas_sp.,Anseriformes,domestic,Anseriformes domestic,15,10,7,8,9,10,6,9,15_10_7_8_9_10_6_9,H5N6/2020/R7_Asia,59
EPI_ISL_17809480,A/duck/Vietnam/HN6896/2021,H5N6,Asia / Vietnam / Thu Do Ha Noi / Gia Lam,duck,29/01/2021,,2.3.4.4h,TRUE,2021.077,2021,2021-01,29,2021.5,Asia,Vietnam,Thu Do Ha Noi,Gia Lam,,vietnam,vietnam,vietnam,anas_sp.,Anseriformes,domestic,Anseriformes domestic,15,10,7,8,9,10,6,9,15_10_7_8_9_10_6_9,H5N6/2020/R7_Asia,59
EPI_ISL_17809481,A/duck/Vietnam/HN6897/2021,H5N6,Asia / Vietnam / Thu Do Ha Noi / Gia Lam,duck,29/01/2021,,2.3.4.4h,TRUE,2021.077,2021,2021-01,29,2021.5,Asia,Vietnam,Thu Do Ha Noi,Gia Lam,,vietnam,vietnam,vietnam,anas_sp.,Anseriformes,domestic,Anseriformes domestic,15,10,7,8,9,10,6,9,15_10_7_8_9_10_6_9,H5N6/2020/R7_Asia,59
EPI_ISL_17809482,A/duck/Vietnam/HN6898/2021,H5N6,Asia / Vietnam / Thu Do Ha Noi / Gia Lam,duck,29/01/2021,,2.3.4.4h,TRUE,2021.077,2021,2021-01,29,2021.5,Asia,Vietnam,Thu Do Ha Noi,Gia Lam,,vietnam,vietnam,vietnam,anas_sp.,Anseriformes,domestic,Anseriformes domestic,15,10,7,8,9,10,6,9,15_10_7_8_9_10_6_9,H5N6/2020/R7_Asia,59
