tipnames	virus.subtype	host.class	host.order	collection.region.name	tiplocation_lat	tiplocation_lon	cluster.number
H5N8.EPI_ISL_732933.Galliformes.japan.16.2020-12-15	H5N8	Galliformes_domestic	Galliformes	eastern asia	33.5588035	133.5311675	profile002
H5N8.EPI_ISL_17086334.Galliformes.japan.NA.2020-12-12	H5N8	Galliformes_domestic	Galliformes	eastern asia	33.5588035	133.5311675	profile002
H5N8.EPI_ISL_4071019.Anseriformes.japan.10.2020-11-05	H5N8	Anseriformes_wild	Anseriformes	eastern asia	31.5965535	130.5571158	profile002
H5N8.EPI_ISL_17805857.environment.japan.10.2020-11-09	H5N8	unknown	environment	eastern asia	36.204824	138.252924	profile002
H5N8.EPI_ISL_16405670.environment.japan.10.2020-12-07	H5N8	unknown	environment	eastern asia	31.5965535	130.5571158	profile002
H5N8.EPI_ISL_16405656.environment.japan.10.2020-11-16	H5N8	unknown	environment	eastern asia	31.5965535	130.5571158	profile002
H5N8.EPI_ISL_17805837.environment.japan.10.2020-11-16	H5N8	unknown	environment	eastern asia	36.204824	138.252924	profile002
H5N8.EPI_ISL_985180.Galliformes.south_korea.10.2020-12-01	H5N8	Galliformes_domestic	Galliformes	eastern asia	36.4919	128.8889	profile002
H5N8.EPI_ISL_708716.Galliformes.japan.10.2020-12-01	H5N8	Galliformes_domestic	Galliformes	eastern asia	34.3429904	134.0376604	profile002
H5N8.EPI_ISL_985188.Anseriformes.south_korea.16.2020-12-10	H5N8	Anseriformes_wild	Anseriformes	eastern asia	34.8679	126.991	profile002
H5N8.EPI_ISL_681293.Galliformes.japan.10.2020-11-10	H5N8	Galliformes_domestic	Galliformes	eastern asia	34.3429904	134.0376604	profile002
H5N8.EPI_ISL_17086225.environment.japan.NA.2020-11-11	H5N8	unknown	environment	eastern asia	34.3429904	134.0376604	profile002
H5N8.EPI_ISL_681281.Anseriformes.japan.10.2020-11-16	H5N8	Anseriformes_wild	Anseriformes	eastern asia	37.9161924	139.0364126	profile002
H5N8.EPI_ISL_1009695.Anseriformes.south_korea.10.2020-11-03	H5N8	Anseriformes_wild	Anseriformes	eastern asia	36.5184	126.8	profile002
H5N8.EPI_ISL_1041177.Falconiformes.japan.10.2021-02-15	H5N8	Falconiformes_wild	Falconiformes	eastern asia	36.3813638	139.7303175	profile002
H5N8.EPI_ISL_854606.Galliformes.japan.16.2021-01-12	H5N8	Galliformes_domestic	Galliformes	eastern asia	31.5965535	130.5571158	profile002
H5N8.EPI_ISL_17805822.NA.japan.16.2021-02-01	H5N8	unknown	NA	eastern asia	36.204824	138.252924	profile002
H5N8.EPI_ISL_16718460.Accipitriformes.japan.16.2021-02-01	H5N8	Accipitriformes_wild	Accipitriformes	eastern asia	31.5965535	130.5571158	profile002
H5N8.EPI_ISL_854608.Galliformes.japan.16.2021-01-12	H5N8	Galliformes_domestic	Galliformes	eastern asia	31.5965535	130.5571158	profile002
H5N8.EPI_ISL_17086337.environment.japan.NA.2021-01-13	H5N8	unknown	environment	eastern asia	31.5965535	130.5571158	profile002
H5N8.EPI_ISL_16405673.environment.japan.10.2020-12-07	H5N8	unknown	environment	eastern asia	31.5965535	130.5571158	profile002
H5N8.EPI_ISL_17805901.NA.japan.10.2020-12-18	H5N8	unknown	NA	eastern asia	36.204824	138.252924	profile002
H5N8.EPI_ISL_16718466.Anseriformes.japan.10.2020-12-18	H5N8	Anseriformes_wild	Anseriformes	eastern asia	31.5965535	130.5571158	profile002
H5N8.EPI_ISL_17805914.environment.japan.10.2020-12-21	H5N8	unknown	environment	eastern asia	36.204824	138.252924	profile002
H5N8.EPI_ISL_16405675.environment.japan.10.2020-12-21	H5N8	unknown	environment	eastern asia	31.5965535	130.5571158	profile002
H5N8.EPI_ISL_17805844.environment.japan.10.2020-12-21	H5N8	unknown	environment	eastern asia	36.204824	138.252924	profile002
H5N8.EPI_ISL_1184517.Accipitriformes.japan.16.2021-02-24	H5N8	Accipitriformes_wild	Accipitriformes	eastern asia	36.6959518	137.2136768	profile002
H5N8.EPI_ISL_978908.Galliformes.japan.16.2021-01-22	H5N8	Galliformes_domestic	Galliformes	eastern asia	36.6959518	137.2136768	profile002
H5N8.EPI_ISL_17086354.Anseriformes.japan.NA.2021-01-29	H5N8	Anseriformes_wild	Anseriformes	eastern asia	34.0702703	134.5548438	profile002
H5N8.EPI_ISL_17086339.Galliformes.japan.NA.2021-01-23	H5N8	Galliformes_domestic	Galliformes	eastern asia	36.6959518	137.2136768	profile002
H5N8.EPI_ISL_17086220.Accipitriformes.japan.NA.2020-12-08	H5N8	Accipitriformes_wild	Accipitriformes	eastern asia	34.3429904	134.0376604	profile002
H5N8.EPI_ISL_985192.Galliformes.south_korea.16.2020-12-14	H5N8	Galliformes_domestic	Galliformes	eastern asia	35.7197	127.1244	profile002
H5N8.EPI_ISL_985201.Anseriformes.south_korea.16.2020-12-22	H5N8	Anseriformes_wild	Anseriformes	eastern asia	35.7197	127.1244	profile002
H5N8.EPI_ISL_738057.Galliformes.japan.10.2020-12-18	H5N8	Galliformes_domestic	Galliformes	eastern asia	34.0702703	134.5548438	profile002
H5N8.EPI_ISL_17086335.environment.japan.NA.2020-12-19	H5N8	unknown	environment	eastern asia	34.0702703	134.5548438	profile002
H5N8.EPI_ISL_738059.Galliformes.japan.10.2020-12-18	H5N8	Galliformes_domestic	Galliformes	eastern asia	34.0702703	134.5548438	profile002
H5N8.EPI_ISL_17086222.Anseriformes.japan.NA.2020-11-30	H5N8	Anseriformes_wild	Anseriformes	eastern asia	31.9076736	131.4202411	profile002
H5N8.EPI_ISL_17086221.Accipitriformes.japan.NA.2020-12-20	H5N8	Accipitriformes_wild	Accipitriformes	eastern asia	34.6850869	135.8050002	profile002
H5N8.EPI_ISL_1041172.Accipitriformes.japan.16.2021-02-10	H5N8	Accipitriformes_wild	Accipitriformes	eastern asia	36.6959518	137.2136768	profile002
H5N8.EPI_ISL_5260457.Anseriformes.china.16.2021-01-23	H5N8	Anseriformes_wild	Anseriformes	eastern asia	36.674306	117.059933	profile002
H5N8.EPI_ISL_985189.Anseriformes.south_korea.16.2020-12-11	H5N8	Anseriformes_wild	Anseriformes	eastern asia	34.8679	126.991	profile002
H5N8.EPI_ISL_759852.Galliformes.japan.10.2020-12-23	H5N8	Galliformes_domestic	Galliformes	eastern asia	35.6072668	140.1062907	profile002
H5N8.EPI_ISL_854596.Galliformes.japan.10.2021-01-10	H5N8	Galliformes_domestic	Galliformes	eastern asia	35.6072668	140.1062907	profile002
H5N8.EPI_ISL_1240997.Accipitriformes.japan.10.2021-03-03	H5N8	Accipitriformes_wild	Accipitriformes	eastern asia	36.3813638	139.7303175	profile002
H5N8.EPI_ISL_732943.Galliformes.japan.16.2020-12-12	H5N8	Galliformes_domestic	Galliformes	eastern asia	35.2771489	136.2463682	profile002
H5N8.EPI_ISL_732944.Galliformes.japan.16.2020-12-12	H5N8	Galliformes_domestic	Galliformes	eastern asia	35.2771489	136.2463682	profile002
H5N8.EPI_ISL_17086333.environment.japan.NA.2020-12-12	H5N8	unknown	environment	eastern asia	35.2771489	136.2463682	profile002
H5N8.EPI_ISL_1009696.Anseriformes.south_korea.10.2020-11-10	H5N8	Anseriformes_wild	Anseriformes	eastern asia	44.4957481	11.2946868	profile002
H5N8.EPI_ISL_17086343.Anseriformes.japan.NA.2020-12-03	H5N8	Anseriformes_wild	Anseriformes	eastern asia	34.2305113	135.1708083	profileNA
H5N8.EPI_ISL_17088884.Anseriformes.china.1.2021-01-29	H5N8	Anseriformes_wild	Anseriformes	eastern asia	29.9488786	121.1430935	profile001
H5N2.EPI_ISL_1005680.Anseriformes.russia.284.2020-08-29	H5N2	Anseriformes_wild	Anseriformes	central asia	55.0084	82.9357	profile001
H5N8.EPI_ISL_1114735.Galliformes.russia.1.2020-09-26	H5N8	Galliformes_domestic	Galliformes	eastern asia	49.5884314	117.4794621	profile001
H5N8.EPI_ISL_644142.Anseriformes.russia.1.2020-08-17	H5N8	Anseriformes_wild	Anseriformes	central asia	54.9885	73.3242	profile001
H5N8.EPI_ISL_644143.Anseriformes.russia.1.2020-08-17	H5N8	Anseriformes_wild	Anseriformes	central asia	54.9885	73.3242	profile001
H5N8.EPI_ISL_654833.Galliformes.russia.1.2020-09-08	H5N8	Galliformes_domestic	Galliformes	central asia	55.1512	61.4291	profile001
H5N8.EPI_ISL_5061890.Anseriformes.germany.1.2020-11-18	H5N8	Anseriformes_domestic	Anseriformes	western europe	54.2193672	9.69611669999995	profile001
H5N8.EPI_ISL_654826.Anseriformes.russia.1.2020-09-03	H5N8	Anseriformes_wild	Anseriformes	central asia	54.9885	73.3242	profile001
H5N8.EPI_ISL_644158.Galliformes.russia.1.2020-08-17	H5N8	Galliformes_domestic	Galliformes	central asia	54.9885	73.3242	profile001
H5N8.EPI_ISL_644141.Anseriformes.russia.1.2020-08-17	H5N8	Anseriformes_wild	Anseriformes	central asia	54.9885	73.3242	profile001
H5N8.EPI_ISL_718224.Strigiformes.sweden.NA.2020-11-01	H5N8	Strigiformes_wild	Strigiformes	northern europe	60.128161	18.643501	profile001
H5N8.EPI_ISL_644147.Galliformes.russia.1.2020-08-06	H5N8	Galliformes_domestic	Galliformes	central asia	55.1512	61.4291	profile001
H5N8.EPI_ISL_644149.Anseriformes.russia.1.2020-08-13	H5N8	Anseriformes_wild	Anseriformes	central asia	54.9885	73.3242	profile001
H5N8.EPI_ISL_644121.Galliformes.russia.1.2020-08-13	H5N8	Galliformes_domestic	Galliformes	central asia	54.9885	73.3242	profile001
H5N8.EPI_ISL_654836.Galliformes.russia.1.2020-08-27	H5N8	Galliformes_domestic	Galliformes	central asia	55.4312	65.3549	profile001
H5N8.EPI_ISL_654839.Anseriformes.russia.1.2020-08-27	H5N8	Anseriformes_wild	Anseriformes	central asia	55.4312	65.3549	profile001
H5N8.EPI_ISL_654838.Galliformes.russia.1.2020-08-27	H5N8	Galliformes_domestic	Galliformes	central asia	55.4312	65.3549	profile001
H5N8.EPI_ISL_654835.Galliformes.russia.1.2020-08-27	H5N8	Galliformes_domestic	Galliformes	central asia	55.4312	65.3549	profile001
H5N8.EPI_ISL_1307721.Falconiformes.sweden.NA.2021-02-19	H5N8	Falconiformes_wild	Falconiformes	northern europe	60.128161	18.643501	profile001
H5N8.EPI_ISL_3298300.Anseriformes.sweden.1.2021-03-03	H5N8	Anseriformes_wild	Anseriformes	northern europe	56.7957699	12.893493	profile001
H5N8.EPI_ISL_1390546.Accipitriformes.sweden.1.2021-03-15	H5N8	Accipitriformes_wild	Accipitriformes	northern europe	55.9902572	13.5957691999999	profile001
H5N8.EPI_ISL_1307703.Anseriformes.sweden.1.2021-02-21	H5N8	Anseriformes_wild	Anseriformes	northern europe	55.9902572	13.5957691999999	profile001
H5N8.EPI_ISL_3138615.Falconiformes.sweden.NA.2021-02-15	H5N8	Falconiformes_wild	Falconiformes	northern europe	60.128161	18.643501	profile001
H5N3.EPI_ISL_2234831.Falconiformes.united_kingdom.64.2021-01-25	H5N3	Falconiformes_wild	Falconiformes	northern europe	54.7877149	-6.49231450000002	profile001
H5N5.EPI_ISL_614399.Accipitriformes.germany.36.2020-10-29	H5N5	Accipitriformes_wild	Accipitriformes	western europe	53.6126505	12.4295953	profile001
H5N3.EPI_ISL_2234808.Charadriiformes.ireland.64.2021-01-01	H5N3	Charadriiformes_wild	Charadriiformes	northern europe	53.41291	-8.24388999999996	profile001
H5N5.EPI_ISL_5061617.Galliformes.germany.36.2020-11-09	H5N5	Galliformes_domestic	Galliformes	western europe	53.6126505	12.4295953	profile001
H5N3.EPI_ISL_2234807.Charadriiformes.ireland.64.2021-01-01	H5N3	Charadriiformes_wild	Charadriiformes	northern europe	53.41291	-8.24388999999996	profile001
H5N5.EPI_ISL_1308010.Anseriformes.sweden.36.2021-02-26	H5N5	Anseriformes_wild	Anseriformes	northern europe	57.0942447	16.5435605	profile001
H5N5.EPI_ISL_1093424.Anseriformes.sweden.36.2021-02-01	H5N5	Anseriformes_wild	Anseriformes	northern europe	57.0942447	16.5435605	profile001
H5N5.EPI_ISL_3294584.Anseriformes.sweden.36.2021-03-30	H5N5	Anseriformes_wild	Anseriformes	northern europe	59.0336349	16.7518899	profile001
H5N8.EPI_ISL_1307716.Anseriformes.sweden.168.2021-03-02	H5N8	Anseriformes_wild	Anseriformes	northern europe	59.3327881	18.0644881000001	profile001
H5N5.EPI_ISL_722176.Anseriformes.sweden.36.2020-11-25	H5N5	Anseriformes_wild	Anseriformes	northern europe	55.9902572	13.5957691999999	profile001
H5N3.EPI_ISL_1205485.Charadriiformes.germany.64.2020-12-14	H5N3	Charadriiformes_wild	Charadriiformes	western europe	54.2193672	9.69611669999995	profile001
H5N5.EPI_ISL_660264.Galliformes.belgium.36.2020-11-18	H5N5	Galliformes_domestic	Galliformes	western europe	51.30054	3.15300000000002	profile001
H5N3.EPI_ISL_1206285.Charadriiformes.germany.64.2020-12-30	H5N3	Charadriiformes_wild	Charadriiformes	western europe	52.6367036	9.8450765	profile001
H5N8.EPI_ISL_644129.Anseriformes.russia.1.2020-08-17	H5N8	Anseriformes_wild	Anseriformes	central asia	54.9885	73.3242	profile001
H5N8.EPI_ISL_644128.Anseriformes.russia.1.2020-08-17	H5N8	Anseriformes_wild	Anseriformes	central asia	54.9885	73.3242	profile001
H5N8.EPI_ISL_5102033.Anseriformes.germany.1.2021-03-01	H5N8	Anseriformes_domestic	Anseriformes	western europe	51.4332367	7.66159379999999	profile001
H5N8.EPI_ISL_5142961.Galliformes.germany.1.2021-03-10	H5N8	Galliformes_domestic	Galliformes	western europe	53.6126505	12.4295953	profile001
H5N1.EPI_ISL_6829533.Galliformes.japan.22.2021-11-12	H5N1	Galliformes_domestic	Galliformes	eastern asia	31.5965535	130.5571158	profile001
H5N1.EPI_ISL_15063429.Galliformes.japan.NA.2021-11-13	H5N1	Galliformes_domestic	Galliformes	eastern asia	31.5965535	130.5571158	profile001
H5N1.EPI_ISL_17606838.Anseriformes.south_korea.22.2022-01-06	H5N1	Anseriformes_wild	Anseriformes	eastern asia	35.7197	127.1244	profile001
H5N1.EPI_ISL_17606862.Anseriformes.south_korea.22.2022-02-21	H5N1	Anseriformes_wild	Anseriformes	eastern asia	35.4606	128.2132	profile001
H5N1.EPI_ISL_18373228.Anseriformes.south_korea.NA.2022-01-19	H5N1	Anseriformes_wild	Anseriformes	eastern asia	35.907757	127.766922	profile001
H5N1.EPI_ISL_15063427.Galliformes.japan.NA.2021-12-30	H5N1	Galliformes_domestic	Galliformes	eastern asia	33.8500369	132.7715164	profile001
H5N1.EPI_ISL_15613496.Galliformes.japan.NA.2022-01-04	H5N1	Galliformes_domestic	Galliformes	eastern asia	33.8500369	132.7715164	profile001
H5N1.EPI_ISL_17606864.Galliformes.south_korea.22.2022-04-07	H5N1	Galliformes_domestic	Galliformes	eastern asia	35.4606	128.2132	profile001
H5N1.EPI_ISL_18373259.Pelecaniformes.south_korea.NA.2022-03-14	H5N1	Pelecaniformes_wild	Pelecaniformes	eastern asia	35.907757	127.766922	profile001
H5N1.EPI_ISL_6959592.Anseriformes.south_korea.22.2021-10-26	H5N1	Anseriformes_wild	Anseriformes	eastern asia	36.5184	126.8	profile001
H5N1.EPI_ISL_12572659.Anseriformes.china.22.2022-01-10	H5N1	Anseriformes_wild	Anseriformes	eastern asia	30.9894798	112.8721355	profile001
H5N6.EPI_ISL_11208199.Anseriformes.china.73.2021-12-03	H5N6	Anseriformes_wild	Anseriformes	eastern asia	29.9488786	121.1430935	profile001
H5N1.EPI_ISL_12572654.Anseriformes.china.22.2021-12-08	H5N1	Anseriformes_wild	Anseriformes	eastern asia	23.2600355	113.25139	profile001
H5N1.EPI_ISL_15923322.Falconiformes.japan.22.2022-09-25	H5N1	Falconiformes_wild	Falconiformes	eastern asia	35.4769011	139.6294307	profile001
H5N1.EPI_ISL_15576617.Anseriformes.japan.22.2022-10-08	H5N1	Anseriformes_wild	Anseriformes	eastern asia	44	143	profile001
H5N1.EPI_ISL_17606817.Anseriformes.south_korea.22.2022-01-13	H5N1	Anseriformes_wild	Anseriformes	eastern asia	36.5184	126.8	profile001
H5N1.EPI_ISL_17606818.Anseriformes.south_korea.22.2022-02-08	H5N1	Anseriformes_wild	Anseriformes	eastern asia	44.4957481	11.2946868	profile001
H5N1.EPI_ISL_17606841.Galliformes.south_korea.22.2022-01-21	H5N1	Galliformes_domestic	Galliformes	eastern asia	44.4957481	11.2946868	profile001
H5N1.EPI_ISL_17606852.Anseriformes.south_korea.22.2022-02-07	H5N1	Anseriformes_wild	Anseriformes	eastern asia	36.8	127.7	profile001
H5N1.EPI_ISL_17606860.Galliformes.south_korea.22.2022-02-12	H5N1	Galliformes_domestic	Galliformes	eastern asia	36.8	127.7	profile001
H5N1.EPI_ISL_17606848.Galliformes.south_korea.22.2022-02-02	H5N1	Galliformes_domestic	Galliformes	eastern asia	36.5184	126.8	profile001
H5N1.EPI_ISL_17606842.Galliformes.south_korea.22.2022-01-21	H5N1	Galliformes_domestic	Galliformes	eastern asia	44.4957481	11.2946868	profile001
H5N1.EPI_ISL_17606846.Galliformes.south_korea.22.2022-01-30	H5N1	Galliformes_domestic	Galliformes	eastern asia	36.5184	126.8	profile001
H5N1.EPI_ISL_17606855.Anseriformes.south_korea.22.2022-02-08	H5N1	Anseriformes_wild	Anseriformes	eastern asia	36.8	127.7	profile001
H5N1.EPI_ISL_17606857.Galliformes.south_korea.22.2022-02-09	H5N1	Galliformes_domestic	Galliformes	eastern asia	36.5184	126.8	profile001
H5N1.EPI_ISL_18373232.Anseriformes.south_korea.NA.2022-01-25	H5N1	Anseriformes_wild	Anseriformes	eastern asia	35.907757	127.766922	profile001
H5N1.EPI_ISL_15063423.Galliformes.japan.NA.2021-11-17	H5N1	Galliformes_domestic	Galliformes	eastern asia	34.680578	135.1652915	profile001
H5N1.EPI_ISL_17606815.Anseriformes.south_korea.22.2021-11-09	H5N1	Anseriformes_wild	Anseriformes	eastern asia	35.7197	127.1244	profile001
H5N1.EPI_ISL_6959593.Galliformes.south_korea.22.2021-11-08	H5N1	Galliformes_wild	Galliformes	eastern asia	36.8	127.7	profile001
H5N1.EPI_ISL_17606832.Galliformes.south_korea.22.2021-12-16	H5N1	Galliformes_domestic	Galliformes	eastern asia	36.487002	127.282234	profile001
H5N1.EPI_ISL_18373219.Anseriformes.south_korea.NA.2021-11-22	H5N1	Anseriformes_wild	Anseriformes	eastern asia	35.907757	127.766922	profile001
H5N1.EPI_ISL_17606825.Galliformes.south_korea.22.2021-12-04	H5N1	Galliformes_domestic	Galliformes	eastern asia	36.5184	126.8	profile001
H5N1.EPI_ISL_15063426.Galliformes.japan.NA.2021-12-12	H5N1	Galliformes_domestic	Galliformes	eastern asia	40.822072	140.7473647	profile001
H5N1.EPI_ISL_17606816.Anseriformes.south_korea.22.2021-11-15	H5N1	Anseriformes_wild	Anseriformes	eastern asia	44.4957481	11.2946868	profile001
H5N1.EPI_ISL_15613494.Anseriformes.japan.NA.2021-11-09	H5N1	Anseriformes_wild	Anseriformes	eastern asia	31.9076736	131.4202411	profile001
H5N1.EPI_ISL_17606814.Anseriformes.south_korea.22.2021-11-05	H5N1	Anseriformes_wild	Anseriformes	eastern asia	35.7197	127.1244	profile001
H5N1.EPI_ISL_17606833.Galliformes.south_korea.22.2021-12-17	H5N1	Galliformes_wild	Galliformes	eastern asia	44.4957481	11.2946868	profile001
H5N1.EPI_ISL_17606824.Anseriformes.south_korea.22.2021-11-22	H5N1	Anseriformes_wild	Anseriformes	eastern asia	34.8679	126.991	profile001
H5N1.EPI_ISL_15063425.Galliformes.japan.NA.2021-12-07	H5N1	Galliformes_domestic	Galliformes	eastern asia	35.8617292	139.6454822	profile001
H5N1.EPI_ISL_18373217.Anseriformes.south_korea.NA.2021-11-15	H5N1	Anseriformes_wild	Anseriformes	eastern asia	35.907757	127.766922	profile001
H5N1.EPI_ISL_17606820.Anseriformes.south_korea.22.2021-11-11	H5N1	Anseriformes_wild	Anseriformes	eastern asia	34.8679	126.991	profile001
H5N1.EPI_ISL_18373218.Anseriformes.south_korea.NA.2021-11-16	H5N1	Anseriformes_wild	Anseriformes	eastern asia	35.907757	127.766922	profile001
H5N1.EPI_ISL_17606823.Galliformes.south_korea.22.2021-11-21	H5N1	Galliformes_domestic	Galliformes	eastern asia	36.8	127.7	profile001
H5N1.EPI_ISL_17606865.Anseriformes.south_korea.22.2021-11-14	H5N1	Anseriformes_wild	Anseriformes	eastern asia	36.8	127.7	profile001
H5N1.EPI_ISL_8406345.Anseriformes.south_korea.NA.2021-11-15	H5N1	Anseriformes_wild	Anseriformes	eastern asia	35.907757	127.766922	profile001
H5N1.EPI_ISL_18373248.Anseriformes.south_korea.NA.2022-02-28	H5N1	Anseriformes_wild	Anseriformes	eastern asia	35.907757	127.766922	profile001
H5N1.EPI_ISL_18373247.Gruiformes.south_korea.NA.2022-02-25	H5N1	Gruiformes_wild	Gruiformes	eastern asia	35.907757	127.766922	profile001
H5N1.EPI_ISL_18373254.Anseriformes.south_korea.NA.2022-03-04	H5N1	Anseriformes_wild	Anseriformes	eastern asia	35.907757	127.766922	profile001
H5N1.EPI_ISL_18373257.Anseriformes.south_korea.NA.2022-03-14	H5N1	Anseriformes_wild	Anseriformes	eastern asia	35.907757	127.766922	profile001
H5N1.EPI_ISL_17606828.Anseriformes.south_korea.22.2021-12-13	H5N1	Anseriformes_wild	Anseriformes	eastern asia	34.8679	126.991	profile001
H5N1.EPI_ISL_17606829.Anseriformes.south_korea.22.2021-12-13	H5N1	Anseriformes_wild	Anseriformes	eastern asia	34.8679	126.991	profile001
H5N1.EPI_ISL_17606834.Galliformes.south_korea.22.2021-12-20	H5N1	Galliformes_domestic	Galliformes	eastern asia	34.8679	126.991	profile001
H5N1.EPI_ISL_17606844.Anseriformes.south_korea.22.2022-01-25	H5N1	Anseriformes_wild	Anseriformes	eastern asia	35.7197	127.1244	profile001
H5N1.EPI_ISL_17606850.Galliformes.south_korea.22.2022-02-04	H5N1	Galliformes_domestic	Galliformes	eastern asia	35.7197	127.1244	profile001
H5N1.EPI_ISL_17606826.Galliformes.south_korea.22.2021-12-05	H5N1	Galliformes_domestic	Galliformes	eastern asia	34.8679	126.991	profile001
H5N1.EPI_ISL_china_20230847.Anseriformes.china.22.2021-12-02	H5N1	Anseriformes_wild	Anseriformes	eastern asia	32.1277675	114.0791925	profile001
H5N1.EPI_ISL_18373264.NA.south_korea.NA.2021-12-22	H5N1	unknown	NA	eastern asia	35.907757	127.766922	profile001
H5N1.EPI_ISL_16831015.Anseriformes.japan.NA.2022-01-27	H5N1	Anseriformes_wild	Anseriformes	eastern asia	36.204824	138.252924	profile001
H5N1.EPI_ISL_china_2023089.Anseriformes.china.22.2021-11-18	H5N1	Anseriformes_wild	Anseriformes	eastern asia	30.9894798	112.8721355	profile001
H5N1.EPI_ISL_18245816.Anseriformes.poland.NA.2022-04-07	H5N1	Anseriformes_wild	Anseriformes	eastern europe	51.919438	19.145136	profile001
H5N1.EPI_ISL_china_20230835.Anseriformes.china.22.2021-10-08	H5N1	Anseriformes_wild	Anseriformes	eastern asia	38.852843	105.7008601	profile001
H5N1.EPI_ISL_china_20230839.Anseriformes.china.22.2021-10-16	H5N1	Anseriformes_wild	Anseriformes	eastern asia	38.852843	105.7008601	profile001
H5N1.EPI_ISL_8215689.Anseriformes.china.NA.2021-05-20	H5N1	Anseriformes_wild	Anseriformes	eastern asia	31.2255567	121.4802765	profile001
H5N8.EPI_ISL_1240998.Anseriformes.russia.1.2020-08-29	H5N8	Anseriformes_wild	Anseriformes	central asia	55.0084	82.9357	profile001
H5N8.EPI_ISL_2932600.Anseriformes.kazakhstan.1.2020-09-01	H5N8	Anseriformes_wild	Anseriformes	central asia	43.255058	76.912628	profile001
H5N8.EPI_ISL_2932608.Galliformes.kazakhstan.1.2020-09-01	H5N8	Galliformes_domestic	Galliformes	central asia	43.255058	76.912628	profile001
H5N8.EPI_ISL_5058630.Anseriformes.germany.NA.2020-10-31	H5N8	Anseriformes_wild	Anseriformes	western europe	54.2193672	9.69611669999995	profile001
H5N8.EPI_ISL_739686.Galliformes.kazakhstan.1.2020-09-18	H5N8	Galliformes_domestic	Galliformes	central asia	53.2804	69.3762	profile001
H5N8.EPI_ISL_2932614.Anseriformes.kazakhstan.1.2020-09-21	H5N8	Anseriformes_wild	Anseriformes	central asia	53.2804	69.3762	profile001
H5N8.EPI_ISL_13175667.Anseriformes.sweden.1.2021-02-24	H5N8	Anseriformes_wild	Anseriformes	northern europe	55.9902572	13.5957691999999	profile001
H5N8.EPI_ISL_1240718.Anseriformes.sweden.1.2021-01-13	H5N8	Anseriformes_wild	Anseriformes	northern europe	55.9902572	13.5957691999999	profile001
H5N8.EPI_ISL_826283.Galliformes.sweden.1.2020-12-21	H5N8	Galliformes_domestic	Galliformes	northern europe	55.9902572	13.5957691999999	profile001
H5N8.EPI_ISL_1239110.Accipitriformes.sweden.1.2021-02-22	H5N8	Accipitriformes_wild	Accipitriformes	northern europe	56.143109	15.3666703	profile001
H5N8.EPI_ISL_5142894.Galliformes.germany.1.2021-03-10	H5N8	Galliformes_domestic	Galliformes	western europe	52.6367036	9.8450765	profile001
H5N8.EPI_ISL_654824.Anseriformes.russia.1.2020-09-15	H5N8	Anseriformes_wild	Anseriformes	eastern europe	51.652	46.8634	profile001
H5N8.EPI_ISL_654821.Galliformes.russia.1.2020-09-15	H5N8	Galliformes_domestic	Galliformes	eastern europe	51.652	46.8634	profile001
